Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1129613653186288, 1129613653187788, 1129613653299454, 1129613653320583, 1129613656836376, 1129613674735581, 16383
1129613675621960, 1129613675622774, 1129613675704366, 1129613675721125, 1129613675774643, 1129613684484192, 8192
1129613684552136, 1129613684553081, 1129613684624339, 1129613684640876, 1129613684702357, 1129613693348407, 8191
1129613693428295, 1129613693428998, 1129613693495998, 1129613693510646, 1129613693568275, 1129613702233102, 8192
1129613702345027, 1129613702345916, 1129613702445989, 1129613702460989, 1129613702538043, 1129613711104076, 8191
1129613711213389, 1129613711214408, 1129613711338555, 1129613711356351, 1129613711411480, 1129613724128909, 8192
1129613724199742, 1129613724200298, 1129613724315093, 1129613724331592, 1129613724379851, 1129613733997760, 8191
1129613734061315, 1129613734062278, 1129613734142574, 1129613734162259, 1129613734209147, 1129613743161434, 8192
1129613743225730, 1129613743226434, 1129613743294211, 1129613743309599, 1129613743354080, 1129613751749948, 8191
1129613751819632, 1129613751820521, 1129613751888446, 1129613751903206, 1129613751949872, 1129613760117575, 8192
1129613760169519, 1129613760170149, 1129613760225407, 1129613760240833, 1129613760284536, 1129613768728385, 8191
1129613768781699, 1129613768782570, 1129613768837513, 1129613768852421, 1129613768894976, 1129613777008032, 8192
1129613777057198, 1129613777058235, 1129613777111197, 1129613777125716, 1129613777163252, 1129613785267475, 8191
1129613785325123, 1129613785325715, 1129613785369622, 1129613785383974, 1129613785423159, 1129613793422198, 8192
1129613793454234, 1129613793454808, 1129613793485530, 1129613793498530, 1129613793529474, 1129613801489551, 8191
1129613801517291, 1129613801517865, 1129613801545920, 1129613801559309, 1129613801588087, 1129613809661180, 8192
1129613809715180, 1129613809715754, 1129613809768086, 1129613809783345, 1129613809828493, 1129613818196361, 8191
1129613818233990, 1129613818234583, 1129613818266749, 1129613818280731, 1129613818318730, 1129613826700209, 8192
1129613826754190, 1129613826754968, 1129613826798949, 1129613826813652, 1129613826852004, 1129613834940782, 8191
1129613834978208, 1129613834978782, 1129613835006485, 1129613835019355, 1129613835049374, 1129613843238966, 8192
1129613843290114, 1129613843290799, 1129613843334557, 1129613843349113, 1129613843390501, 1129613851379855, 8191
1129613851413781, 1129613851414410, 1129613851445317, 1129613851459558, 1129613851489095, 1129613859624780, 8192
1129613859680205, 1129613859680928, 1129613859725946, 1129613859741186, 1129613859778204, 1129613868124554, 8191
1129613868181165, 1129613868182016, 1129613868229220, 1129613868245442, 1129613868285608, 1129613876684105, 8192
1129613876737975, 1129613876738549, 1129613876782623, 1129613876798271, 1129613876837048, 1129613884976826, 8191
1129613885024288, 1129613885024881, 1129613885076047, 1129613885091547, 1129613885134565, 1129613893278306, 8192
1129613893334194, 1129613893334898, 1129613893379101, 1129613893396527, 1129613893447804, 1129613901939634, 8191
1129613901987355, 1129613901987911, 1129613902020559, 1129613902034929, 1129613902072669, 1129613910164966, 8192
1129613910210392, 1129613910211003, 1129613910244262, 1129613910258650, 1129613910300928, 1129613918647703, 8191
1129613918681870, 1129613918682684, 1129613918714332, 1129613918727314, 1129613918762221, 1129613926833944, 8192
1129613926881795, 1129613926882499, 1129613926917295, 1129613926931165, 1129613926971609, 1129613934982018, 8191
1129613935011777, 1129613935012333, 1129613935041166, 1129613935054814, 1129613935088813, 1129613943150981, 8192
1129613943198666, 1129613943199258, 1129613943233887, 1129613943247591, 1129613943284387, 1129613951285518, 8191
1129613951313611, 1129613951314185, 1129613951343092, 1129613951356221, 1129613951389999, 1129613959451741, 8192
1129613959500147, 1129613959500740, 1129613959534758, 1129613959548610, 1129613959584276, 1129613967599907, 8191
1129613967628463, 1129613967629296, 1129613967655629, 1129613967668629, 1129613967697869, 1129613975753407, 8192
1129613975894165, 1129613975895054, 1129613975936387, 1129613975951313, 1129613975990701, 1129613984039665, 8191
1129613984076165, 1129613984076739, 1129613984108479, 1129613984122572, 1129613984158923, 1129613992236165, 8192
1129613992285201, 1129613992285813, 1129613992320275, 1129613992333905, 1129613992373775, 1129614000746828, 8191
1129614000773902, 1129614000774513, 1129614000803790, 1129614000816808, 1129614000849086, 1129614008876569, 8192
1129614008918550, 1129614008919235, 1129614008951420, 1129614008964438, 1129614009003049, 1129614017008143, 8191
1129614017036958, 1129614017037550, 1129614017064087, 1129614017076846, 1129614017107809, 1129614025070793, 8192
1129614025099885, 1129614025100477, 1129614025125885, 1129614025139181, 1129614025168125, 1129614033121053, 8191
1129614033146701, 1129614033147275, 1129614033169701, 1129614033182719, 1129614033210885, 1129614041150925, 8192
1129614041174128, 1129614041174721, 1129614041198276, 1129614041211684, 1129614041245850, 1129614049249926, 8191
1129614049278759, 1129614049279425, 1129614049307425, 1129614049320573, 1129614049348147, 1129614057317594, 8192
1129614057346093, 1129614057346686, 1129614057371371, 1129614057384611, 1129614057414796, 1129614065378984, 8191
1129614065406280, 1129614065406872, 1129614065431890, 1129614065445427, 1129614065473834, 1129614073496577, 8192
1129614073526002, 1129614073526595, 1129614073556817, 1129614073570854, 1129614073604057, 1129614081876296, 8191
1129614081903870, 1129614081904444, 1129614081929926, 1129614081942796, 1129614081974351, 1129614089933613, 8192
1129614089961575, 1129614089962168, 1129614089986742, 1129614090000723, 1129614090026945, 1129614097986632, 8191
1129614098014595, 1129614098015169, 1129614098039150, 1129614098052687, 1129614098078668, 1129614106059485, 8192
1129614106096300, 1129614106096892, 1129614106125466, 1129614106139095, 1129614106171780, 1129614114147801, 8191
1129614114173486, 1129614114174078, 1129614114199708, 1129614114213059, 1129614114241689, 1129614122248450, 8192
1129614122280912, 1129614122281523, 1129614122308634, 1129614122322079, 1129614122358004, 1129614130837204, 8191
1129614130871037, 1129614130871648, 1129614130902018, 1129614130916222, 1129614130950444, 1129614138918205, 8192
1129614138944094, 1129614138944705, 1129614138969371, 1129614138982556, 1129614139010741, 1129614147359313, 8191
1129614147387998, 1129614147388572, 1129614147416090, 1129614147429312, 1129614147456905, 1129614155425999, 8192
1129614155456684, 1129614155457277, 1129614155481980, 1129614155495554, 1129614155527313, 1129614163681739, 8191
1129614163705942, 1129614163706554, 1129614163730776, 1129614163744220, 1129614163772182, 1129614172078570, 8192
1129614172114588, 1129614172115180, 1129614172146217, 1129614172161328, 1129614172202902, 1129614181024246, 8191
1129614181079801, 1129614181080505, 1129614181128930, 1129614181145782, 1129614181189781, 1129614189506539, 8192
1129614189565927, 1129614189566501, 1129614189611556, 1129614189629000, 1129614189683259, 1129614198062405, 8191
1129614198100441, 1129614198101015, 1129614198127756, 1129614198141737, 1129614198176903, 1129614206177850, 8192
1129614206213886, 1129614206214646, 1129614206242793, 1129614206256034, 1129614206294348, 1129614214676272, 8191
1129614214705994, 1129614214706568, 1129614214732993, 1129614214746753, 1129614214777845, 1129614222939641, 8192
1129614222998752, 1129614222999455, 1129614223037158, 1129614223051492, 1129614223096232, 1129614231217918, 8191
