muestras, tiempo(ns)
8192, 3828089
8191, 3417631
8192, 2952469
8191, 3472074
8192, 3517055
8191, 3722090
8192, 3483315
8191, 5514663
8192, 2743230
16383, 6570541
8192, 3438537
8191, 3474649
8192, 2797433
8191, 3977661
8192, 4012457
8191, 3972181
8192, 4813319
8191, 13373543
8192, 10304076
8191, 9834488
8192, 7911361
8191, 7823694
8192, 7804380
8191, 7645919
8192, 8014896
8191, 8441781
8192, 7852954
8191, 8263319
8192, 7883045
8191, 7362144
8192, 7814305
8191, 7565160
8192, 6882797
8191, 7668178
8192, 7925471
8191, 8878888
8192, 8150524
8191, 8478095
8192, 8944831
8191, 7883379
8192, 7634512
8191, 7981915
8192, 8260227
8191, 8940405
8192, 8944294
8191, 8689574
8192, 8094932
8191, 9287919
8192, 8164469
8191, 8212820
8192, 9047792
8191, 8086377
8192, 9457658
8191, 8008434
8192, 7793825
8191, 7907971
8192, 8192987
8191, 7805695
8192, 7980415
8191, 8284894
8192, 7924398
8191, 7631178
8192, 7953563
8191, 7612271
8192, 8375151
8191, 7919712
8192, 23768785
8191, 8230894
8192, 7516309
8191, 8076859
8192, 7029333
8191, 7755585
8192, 7030703
8191, 7738973
8192, 7968230
8191, 7737159
8192, 7423569
8191, 7613752
8192, 7589475
8191, 8285078
8192, 7508661
8191, 7317385
8192, 7786584
8191, 7183924
8192, 7443532
8191, 7228257
8192, 7761862
8191, 7578067
8192, 7799177
8191, 7587160
8192, 7803954
8191, 7891731
8192, 7852842
8191, 7407977
8192, 7733177
8191, 8518873
8192, 7831509
8191, 7844472
8192, 7652308
8191, 7882138
8192, 7867824
8191, 8328726
8192, 7557901
8191, 7773195
8192, 8149154
8191, 8306948
8192, 8428725
8191, 7807713
8192, 10365316
8191, 9860691
8192, 10992920
8191, 11067087
8192, 10313650
8191, 10566888
8192, 10194614
8191, 9941228
8192, 10288742
8191, 9886229
8192, 9609397
8191, 8600039
8192, 7800769
8191, 7475884
8192, 7653622
8191, 9686656
8192, 10801274
8191, 9286365
8192, 15499262
8191, 16079218
8192, 19835659
8191, 12693124
8192, 19846752
8191, 19926807
8192, 15688963
8191, 15703204
8192, 16196994
8191, 17539480
8192, 16908895
8191, 16724693
8192, 20198359
8191, 15902997
8192, 19864659
8191, 15894627
8192, 19276851
8191, 17919477
8192, 22390707
8191, 15921905
8192, 19130963
8191, 12621125
8192, 19832567
8191, 17719016
8192, 7442198
8191, 7479643
8192, 7175350
8191, 7753362
8192, 8575853
8191, 7846824
8192, 7706067
8191, 7719066
8192, 7749843
8191, 7919453
8192, 7915175
8191, 7081907
8192, 7463513
8191, 7489921
8192, 7377718
8191, 6893223
8192, 7512550
8191, 6628892
8192, 7283367
8191, 6817335
8192, 7345978
8191, 7449680
8192, 7445495
8191, 7427828
8192, 7528309
8191, 6891186
8192, 7431532
8191, 7214868
8192, 7494402
8191, 6913482
8192, 7293422
8191, 7599308
8192, 6849112
8191, 7500624
8192, 7253738
8191, 7419625
8192, 7121573
8191, 8021285
8192, 7424606
8191, 7490309
8192, 7473865
8191, 7268719
8192, 7049185
8191, 7090109
8192, 6889093
8191, 7526439
8192, 6642763
8191, 7477069
8192, 7995823
8191, 7268626
8192, 6802261
8191, 7483587
8192, 6828187
