muestras, tiempo(ns)
8192, 14683473
8191, 3485482
16383, 12898159
8192, 7032537
16383, 11991595
8192, 3247502
16383, 6053806
8192, 2987413
16383, 13665391
8192, 10301797
16383, 22500094
8192, 7178460
16383, 12518996
8192, 7050721
16383, 12175407
8192, 9271975
16383, 9596861
8192, 12709105
8191, 8760554
8192, 9042478
8191, 10102226
8192, 6700225
8191, 8078858
8192, 8971478
8191, 8735370
8192, 8505039
8191, 7856657
8192, 4809337
8191, 13258637
8192, 2937635
8192, 4721635
8191, 7332071
8192, 8414762
8191, 8351244
8192, 6586596
8191, 8307171
8192, 7880305
8191, 9171495
8192, 10356538
8191, 8797702
8192, 6654911
8191, 8418707
8192, 9564083
8191, 10803496
8192, 11531933
8191, 5079354
8192, 8092673
8191, 7065277
8192, 6802316
8191, 5547885
8192, 4816875
8191, 5015169
8192, 7185035
8191, 4964799
16383, 6050158
8192, 4324602
8191, 7203683
8192, 3437315
8192, 9497287
8191, 4799616
8192, 2793933
8191, 2982950
8192, 3473704
8191, 2818470
8192, 2855006
8191, 2878488
8192, 7583605
8191, 3179670
8192, 26021204
8191, 3023079
8192, 3598869
8191, 4836263
8192, 2853822
8191, 2790100
8192, 2681398
8191, 2670360
8192, 2752693
8191, 2743638
8192, 2653417
8191, 2719415
8192, 2701657
8191, 2632398
8192, 2637046
8191, 2689601
8192, 2734582
8191, 2889247
8192, 2643972
8191, 2704082
8192, 2683546
8191, 2659934
8192, 2662342
8191, 2682379
8192, 2861025
8191, 2788822
8192, 2639806
8191, 2720767
8192, 2729805
8191, 2629509
8192, 2747323
8191, 2803952
8192, 2697416
8191, 2716119
8192, 2881080
8191, 2716434
8192, 2804860
8191, 2614306
8192, 2707749
8191, 2879544
8192, 2684193
8191, 2664361
8192, 2688861
8191, 2697101
8192, 2722489
8191, 2621398
8192, 2650749
8191, 2697601
8192, 2720990
8191, 2661139
8192, 2705119
8191, 2619768
8192, 2570843
8191, 2603065
8192, 2685657
8191, 2714583
8192, 2751212
8191, 2641046
8192, 2655527
8191, 2674990
8192, 2716508
8191, 2747526
8192, 2681805
8191, 2650712
8192, 2725230
8191, 2676619
8192, 2721156
8191, 2627602
8192, 2717231
8191, 2725879
8192, 2669842
8191, 2728805
8192, 2650861
8191, 2658879
8192, 2650046
8191, 2699619
8192, 2702397
8191, 2710212
8192, 2622713
8191, 2774638
8192, 2750026
8191, 2743637
8192, 2632935
8191, 2663879
8192, 2705175
8191, 2734915
8192, 2679064
8191, 2700546
8192, 2700416
8191, 2666731
8192, 2579640
8191, 2666675
8192, 2729101
8191, 2619917
8192, 2687119
8191, 2686305
8192, 2661620
8191, 2671323
8192, 2747970
8191, 2718489
8192, 2692212
8191, 2648861
8192, 2736174
8191, 2676731
8192, 2750545
8191, 2705379
8192, 2709712
8191, 2723027
8192, 2834748
8191, 2709860
8192, 2886858
8191, 2838785
16383, 12664680
8192, 9167643
8191, 7072277
8192, 12732828
8191, 7931620
8192, 7905416
8191, 6792687
8192, 3098412
8191, 2904321
8192, 2924599
8191, 3802238
8192, 2990634
16383, 5507386
16383, 5550885
8192, 5826049
8191, 3777034
16383, 16556953
8192, 15413299
8191, 11777319
8192, 7852953
8191, 7109869
8192, 8364707
8191, 11225029
8192, 10700497
8191, 7868472
8192, 7935156
8191, 7463828
8192, 11632431
8191, 8646612
8192, 6432950
8191, 7616993
8192, 11882966
8191, 6955500
8192, 12190352
8191, 15162080
8192, 16728229
8191, 11864836
8192, 15813868
8191, 11465341
8192, 7184831
8191, 16318159
8192, 7782806
8191, 9606880
8192, 8926683
8191, 18342656
8192, 16538935
8191, 8189117
8192, 12816253
8191, 10668590
8192, 8056099
8191, 18666265
8192, 9982135
8191, 12462219
8192, 12258370
8191, 5194538
8192, 8769055
8191, 8469317
8192, 6850371
8191, 12815289
8192, 2752618
8191, 2710971
8192, 5634866
8191, 5856623
8192, 6011362
8191, 2801674
8192, 2879136
8191, 3467704
8192, 6098491
8191, 3236669
8192, 2931580
8191, 2711971
8192, 6498653
8191, 3207170
8192, 2781915
8191, 2703749
8192, 5280258
8191, 3252373
8192, 2777582
8191, 2669916
8192, 2665471
8191, 6782928
8192, 3633684
8191, 2969653
8192, 3149540
