muestras, tiempo(ns)
8192, 1887554
8191, 1512891
8192, 7898749
8191, 1715222
8192, 1595780
8191, 1799462
8192, 1679148
8191, 1653426
8192, 10889754
8191, 5352276
8192, 5396406
8191, 4940392
8192, 4413082
8191, 4474712
8192, 5126112
8191, 5508886
8192, 7959952
8192, 12550348
8191, 4296565
8192, 7697252
8191, 7814583
8192, 7797436
8191, 7977082
8192, 4514822
8191, 4641710
8192, 4702727
8191, 4622007
8192, 4466359
8191, 4541803
8192, 4453971
8191, 4844930
8192, 4762542
8191, 4851837
8192, 4322990
8192, 4271251
8191, 4341769
8192, 4229622
8192, 4626043
8191, 4692394
8192, 4922096
8191, 4562581
8192, 4377695
8191, 4301435
8192, 4709875
8191, 4330639
8192, 9492158
8192, 4465675
8191, 4651414
8192, 19324016
8191, 8706722
8192, 4737968
8191, 4216122
8192, 4365527
8191, 5450368
8192, 4359287
8191, 5092112
8192, 4271880
8191, 4444860
8192, 4592154
8191, 4072308
8192, 4140104
8191, 4123438
8192, 4408527
8191, 4505341
8192, 4575803
8191, 4549044
8192, 4266640
8191, 4865485
8192, 4053290
8191, 4218233
8192, 4201418
8191, 4704006
8192, 4117660
8191, 4186788
8192, 4177937
8191, 4257936
8192, 4563692
8191, 4178344
8192, 4458656
8191, 4473286
8192, 4243677
8191, 4144771
8192, 4231659
8192, 4245399
8191, 4533174
8192, 4272936
8191, 4467452
8192, 4025346
8191, 3967680
8192, 4173622
8191, 4371454
8192, 4178252
8191, 4048494
8192, 4212659
8191, 4637265
8192, 4061475
8191, 4103864
8192, 4274547
8191, 4496471
8192, 4013846
8191, 4129104
8192, 4206493
8191, 4455138
8192, 4112771
8191, 4135030
8192, 4186641
8191, 4465119
8192, 4048679
8191, 4144604
8192, 4439860
8191, 4040568
8192, 3983346
8191, 4142456
8192, 4419564
8191, 4030031
8192, 4033013
8191, 4180326
8192, 4594729
8191, 4415064
8192, 11658690
8191, 4298066
8192, 4193474
8191, 4122715
8192, 4542193
8191, 4141863
8192, 4177881
8191, 4563007
8192, 4027883
8191, 4138808
8192, 4454675
8191, 4040957
8192, 3984420
8191, 4150715
8192, 4302435
8191, 4444768
8192, 4101179
8191, 4185104
8192, 4423564
8191, 4630136
8192, 4092049
8191, 4183289
8192, 4408397
8191, 4020901
8192, 4131382
8191, 4155511
8192, 4476008
8191, 4103382
8192, 4367898
8191, 4429341
8192, 4027735
8191, 3836052
8192, 4174085
8191, 4437712
8192, 4031994
8191, 3977606
8192, 4140307
8191, 4441841
8192, 4024050
8191, 4059753
8192, 4184844
8191, 4500155
8192, 4086160
8191, 4172381
8192, 4356361
8191, 4340861
8192, 4032124
8191, 4203048
8192, 4740801
8191, 4565989
8192, 4613247
8191, 4281547
8192, 4565470
8191, 4457600
8192, 4231233
8191, 4963281
16383, 9664730
8192, 4353324
8191, 4323750
8192, 4667598
8191, 4577970
8192, 4469323
8191, 4174770
8192, 4745856
8191, 4764764
8192, 4567267
8191, 7202887
8192, 4630321
8191, 4613062
8192, 4805541
8191, 5398221
8192, 5028150
8191, 4504711
8192, 4371138
8191, 4386916
8192, 4510415
8191, 4666580
8192, 6693318
8191, 4759819
8192, 4540341
8191, 4449990
8192, 4820153
8191, 4507656
8192, 4549933
8191, 5344683
8192, 4599451
8191, 4879096
8192, 7805713
8191, 6789669
8192, 7129146
8191, 10481073
8192, 6286322
8191, 7238701
8192, 6201231
8191, 7161294
8192, 6475357
8191, 5142094
8192, 5093927
8191, 4468193
8192, 7280422
8191, 4782393
8192, 4309121
8191, 4280584
8192, 4591044
8191, 9129273
8192, 5795513
8191, 4513507
8192, 5371165
8191, 4407305
8192, 7154702
8191, 4864522
8192, 4772098
8191, 6001010
8192, 5831364
8191, 4727653
8192, 9029274
8191, 7974007
8192, 14589974
8191, 13181582
8192, 7869583
8191, 12844826
8192, 10586313
8191, 11977262
8192, 17912049
8191, 9864191
8192, 11699839
8191, 11826040
8192, 12084593
8191, 15715517
8192, 11910688
8191, 7976323
8192, 15735758
8191, 7911545
8192, 4004383
8191, 11811485
8192, 7922564
8191, 7854583
8192, 8208190
16383, 24137391
8192, 4418768
8191, 5235833
8192, 4582988
8191, 4232659
8192, 4301121
8191, 4392324
16383, 8605575
8192, 5049372
8191, 4313584
8192, 4387602
16383, 8597390
8192, 5074983
8191, 4704172
16383, 9497288
8192, 4885725
8191, 4667969
8192, 4141067
8191, 4414805
8192, 4559507
8191, 4352565
8192, 4177382
8191, 4242825
8192, 4415490
8191, 3838830
