Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
15409308115469, 15409308116210, 15409308193135, 15409308209468, 15409308889054, 15409408975868, 16383
15409414724407, 15409414725259, 15409414811054, 15409414825258, 15409415059089, 15409497862692, 16383
15409498950015, 15409498950812, 15409498994478, 15409499013533, 15409499057348, 15409568555167, 8192
15409570918182, 15409570919034, 15409571079755, 15409571102736, 15409571191865, 15409609141680, 8191
15409609258660, 15409609259364, 15409609284123, 15409609300678, 15409609363270, 15409642951200, 8192
15409643136642, 15409643137272, 15409643159253, 15409643200308, 15409643300808, 15409671017051, 8191
15409671230364, 15409671231012, 15409671254641, 15409671271511, 15409671365899, 15409708658369, 8192
15409709041013, 15409709041661, 15409709074254, 15409709087198, 15409709210364, 15409736325131, 8191
15409736568999, 15409736569666, 15409736599258, 15409736641776, 15409736750682, 15409771712858, 8192
15409771913338, 15409771913949, 15409771937060, 15409771979689, 15409772157280, 15409796109058, 8191
15409796311686, 15409796312316, 15409796361537, 15409796377037, 15409796469314, 15409816994680, 8192
15409817465175, 15409817465823, 15409817503230, 15409817543600, 15409817640007, 15409840893884, 8191
15409844190891, 15409844191502, 15409844288630, 15409844303186, 15409844456407, 15409864642386, 8192
15409864840514, 15409864841218, 15409864864032, 15409864902384, 15409865002901, 15409885451027, 8191
15409885571507, 15409885572303, 15409885658840, 15409885674988, 15409885795172, 15409906053762, 8192
15409906169150, 15409906169816, 15409906304889, 15409906321722, 15409906423814, 15409926705459, 8191
15409926806662, 15409926807458, 15409926827329, 15409926843347, 15409926910346, 15409947188325, 8192
15409947383397, 15409947384916, 15409947404545, 15409947420934, 15409947517563, 15409967895689, 8191
15409968093854, 15409968094465, 15409968117279, 15409968134112, 15409968210760, 15410008162575, 8192
15410008308203, 15410008309018, 15410008331740, 15410008345036, 15410008419702, 15410056159649, 8191
15410056402183, 15410056402813, 15410056437794, 15410056451127, 15410056504757, 15410120578330, 8192
15410120901012, 15410120901715, 15410120993659, 15410121296397, 15410121439729, 15410171041640, 8191
15410171219120, 15410171219749, 15410171243193, 15410171261434, 15410171328674, 15410208950196, 8192
15410209070065, 15410209070713, 15410209091046, 15410209108880, 15410209172305, 15410235140138, 8191
15410240079445, 15410240080574, 15410240158055, 15410240171481, 15410240243350, 15410262268202, 8192
15410268080129, 15410268081389, 15410268157444, 15410268171129, 15410268246961, 15410296146203, 8191
15410296360293, 15410296360904, 15410296386923, 15410296405330, 15410296471478, 15410320161128, 8192
15410320976695, 15410320977417, 15410321042417, 15410321959038, 15410322245665, 15410352716567, 8191
15410352888714, 15410352889325, 15410352909381, 15410352926806, 15410352985306, 15410380263183, 8192
15410380419329, 15410380419959, 15410380439662, 15410380455681, 15410380526773, 15410403496523, 8191
15410403813983, 15410403814742, 15410403850779, 15410403863538, 15410403930630, 15410433848760, 8192
15410434635642, 15410434636494, 15410434701512, 15410434715271, 15410435879464, 15410461947407, 8191
15410462118350, 15410462118980, 15410462139868, 15410462157479, 15410462225368, 15410484922861, 8192
15410485083563, 15410485084174, 15410485103693, 15410485120581, 15410485188618, 15410508738270, 8191
15410508899917, 15410508900620, 15410508919694, 15410508932268, 15410508997638, 15410530606901, 8192
15410530797214, 15410530797954, 15410530820954, 15410530837621, 15410530909935, 15410555676724, 8191
15410555844333, 15410555844963, 15410555865574, 15410555882333, 15410555947721, 15410576268718, 8192
15410576420365, 15410576420995, 15410576439828, 15410576455994, 15410576527771, 15410597389189, 8191
15410597577965, 15410597578687, 15410597598428, 15410597614632, 15410597680742, 15410618045183, 8192
15410618855879, 15410618856638, 15410618920212, 15410618933897, 15410620102294, 15410641373559, 8191
15410641899443, 15410641900017, 15410641921165, 15410641938425, 15410642010591, 15410662233588, 8192
15410662383865, 15410662384513, 15410662403772, 15410662419290, 15410662486382, 15410683740852, 8191
15410683887332, 15410683887943, 15410683906813, 15410683923221, 15410683983183, 15410720140867, 8192
15410727928202, 15410727929017, 15410728035071, 15410728049960, 15410728133959, 15410748299680, 8191
15410748459104, 15410748459826, 15410748480289, 15410748497141, 15410748558640, 15410770538807, 8192
15410770687565, 15410770688287, 15410770706417, 15410770722231, 15410770789564, 15410790971914, 8191
15410791112153, 15410791112783, 15410791131524, 15410791147894, 15410791208801, 15410811544779, 8192
15410811733907, 15410811734518, 15410811757184, 15410811774332, 15410811847257, 15410832057459, 8191
15410832194810, 15410832195550, 15410832213717, 15410832229754, 15410832290864, 15410852753638, 8192
15410852919673, 15410852920303, 15410852939747, 15410852956469, 15410853024080, 15410879398317, 8191
