Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1129996828346829, 1129996828347700, 1129996828451124, 1129996828468717, 1129996829090506, 1129996833211663, 16383
1129996836955047, 1129996836956065, 1129996837045434, 1129996837062823, 1129996837128637, 1129996838823859, 8192
1129996841209776, 1129996841210517, 1129996844158632, 1129996844182039, 1129996844419462, 1129996847251078, 16383
1129996849579478, 1129996849580181, 1129996849681958, 1129996849697643, 1129996856332660, 1129996860578390, 16383
1129996861392177, 1129996861393270, 1129996861491750, 1129996861516176, 1129996861589045, 1129996863046825, 8192
1129996864540660, 1129996864541604, 1129996864647270, 1129996864667084, 1129996868436190, 1129996871115956, 16383
1129996872653753, 1129996872654679, 1129996872748826, 1129996872764770, 1129996876358711, 1129996878996385, 16383
1129996879813246, 1129996879814431, 1129996879886745, 1129996879903412, 1129996879939874, 1129996896068802, 8192
1129996896136653, 1129996896137505, 1129996896233708, 1129996896251634, 1129996896289374, 1129996897770042, 8191
1129996899315006, 1129996899316043, 1129996899408413, 1129996899431227, 1129996899606633, 1129996902302306, 16383
1129996906733496, 1129996906734774, 1129996906834866, 1129996906852995, 1129996907040734, 1129996909752629, 16383
1129996917484171, 1129996917485060, 1129996917586651, 1129996917606280, 1129996917791093, 1129996920507525, 16383
1129996921944676, 1129996921946120, 1129996922026545, 1129996922045138, 1129996922217339, 1129996928442398, 16383
1129996929250611, 1129996929251500, 1129996929328074, 1129996929347184, 1129996929389795, 1129996930852667, 8192
1129996936099293, 1129996936100663, 1129996936222514, 1129996936247477, 1129996936449363, 1129996939118518, 16383
1129996945577815, 1129996945578723, 1129996945686407, 1129996945705647, 1129996945895293, 1129996948630336, 16383
1129996950070838, 1129996950071931, 1129996950152226, 1129996950168134, 1129996950354576, 1129996957134740, 16383
1129996957948157, 1129996957948990, 1129996958031711, 1129996958047655, 1129996958078229, 1129996959564879, 8192
1129996961048714, 1129996961049770, 1129996961148917, 1129996961171046, 1129996961357618, 1129996966702150, 16383
1129996968179929, 1129996968181355, 1129996968274262, 1129996968294669, 1129996968491759, 1129996974764021, 16383
1129996975576438, 1129996975577012, 1129996975652789, 1129996975667919, 1129996975701122, 1129996982689524, 8192
1129996983419534, 1129996983420201, 1129996983479923, 1129996983493997, 1129996983625143, 1129996990282457, 16383
1129996991692737, 1129996991693404, 1129996991725033, 1129996991738403, 1129996991870791, 1129996998836934, 16383
1129996999626314, 1129996999627054, 1129996999662758, 1129996999676165, 1129996999711628, 1129997005204213, 8192
1129997006148462, 1129997006149277, 1129997006190165, 1129997006205443, 1129997006335330, 1129997013344510, 16383
1129997024278182, 1129997024278997, 1129997024360089, 1129997024376181, 1129997024725177, 1129997030999217, 16383
1129997032508626, 1129997032509367, 1129997032625014, 1129997032645088, 1129997032861863, 1129997039162995, 16383
1129997040625979, 1129997040626923, 1129997040696441, 1129997040711348, 1129997040888216, 1129997047046239, 16383
1129997047831712, 1129997047832434, 1129997047867915, 1129997047881507, 1129997047913452, 1129997050252684, 8192
1129997051663687, 1129997051664335, 1129997051699075, 1129997051713520, 1129997051843777, 1129997055118351, 16383
1129997056546946, 1129997056547743, 1129997056585687, 1129997056599075, 1129997056740685, 1129997059998815, 16383
1129997060832750, 1129997060833490, 1129997060907545, 1129997060923656, 1129997060957952, 1129997062680858, 8192
1129997064272729, 1129997064273414, 1129997064360950, 1129997064379376, 1129997064526115, 1129997067763504, 16383
1129997069193821, 1129997069194470, 1129997069238432, 1129997069251284, 1129997069398745, 1129997072628486, 16383
1129997073406829, 1129997073407551, 1129997073438421, 1129997073451421, 1129997073483662, 1129997075037163, 8192
1129997075064440, 1129997075065051, 1129997075089310, 1129997075103514, 1129997075137773, 1129997076709458, 8191
1129997076868679, 1129997076869771, 1129997076913475, 1129997076928882, 1129997076973400, 1129997078921063, 8192
1129997078961785, 1129997078962544, 1129997078991766, 1129997079004988, 1129997079053339, 1129997080616099, 8191
1129997082862741, 1129997082863463, 1129997082957091, 1129997082976906, 1129997083142126, 1129997085721319, 16383
1129997086496033, 1129997086496736, 1129997086529255, 1129997086542532, 1129997086575050, 1129997088036034, 8192
1129997088077959, 1129997088078570, 1129997088108181, 1129997088121922, 1129997088156755, 1129997089470814, 8191
1129997089500832, 1129997089501573, 1129997089522721, 1129997089536776, 1129997089564905, 1129997090842187, 8192
1129997090870668, 1129997090871391, 1129997090890335, 1129997090904001, 1129997090932445, 1129997092257356, 8191
1129997092288986, 1129997092289560, 1129997092309689, 1129997092323541, 1129997092351800, 1129997093720488, 8192
1129997093763080, 1129997093763784, 1129997093789469, 1129997093804524, 1129997093849153, 1129997095273341, 8191
1129997096403717, 1129997096404717, 1129997096490994, 1129997096509882, 1129997096548715, 1129997097942514, 8192
1129997097980625, 1129997097981236, 1129997098006013, 1129997098020772, 1129997098055642, 1129997099444719, 8191
1129997099476460, 1129997099477089, 1129997099495959, 1129997099509607, 1129997099539792, 1129997101722879, 8192
1129997101777841, 1129997101778434, 1129997101838581, 1129997101852692, 1129997101897840, 1129997103228399, 8191
1129997103256621, 1129997103257232, 1129997103282509, 1129997103297287, 1129997103329268, 1129997104677382, 8192
1129997104707049, 1129997104707678, 1129997104728659, 1129997104742474, 1129997104777251, 1129997106101866, 8191
1129997106137625, 1129997106138329, 1129997106162069, 1129997106176587, 1129997106214050, 1129997107501165, 8192
1129997107528961, 1129997107529554, 1129997107552313, 1129997107566294, 1129997107599608, 1129997108943278, 8191
1129997108974204, 1129997108974815, 1129997108996630, 1129997109010555, 1129997109042407, 1129997110374614, 8192
1129997110416891, 1129997110417632, 1129997110444928, 1129997110459206, 1129997110504872, 1129997112082872, 8191
1129997113098213, 1129997113098935, 1129997113152231, 1129997113168249, 1129997113202915, 1129997114718546, 8192
1129997114769583, 1129997114770194, 1129997114802434, 1129997114816767, 1129997114857063, 1129997118495466, 8191
1129997118572299, 1129997118573058, 1129997118661020, 1129997118675964, 1129997118721927, 1129997120207095, 8192
1129997120298613, 1129997120299242, 1129997120323112, 1129997120337205, 1129997120372223, 1129997121810355, 8191
1129997121894687, 1129997121895317, 1129997121919502, 1129997121932501, 1129997121969908, 1129997123502650, 8192
1129997123625445, 1129997123626075, 1129997123653075, 1129997123667260, 1129997123702574, 1129997125417629, 8191
1129997125506776, 1129997125507405, 1129997125533127, 1129997125546220, 1129997125578664, 1129997127003703, 8192
1129997127109813, 1129997127110443, 1129997127145794, 1129997127161831, 1129997127201905, 1129997128680832, 8191
1129997131030732, 1129997131031398, 1129997131132156, 1129997131149304, 1129997140282960, 1129997143748736, 16383
1129997146993662, 1129997146994532, 1129997147088346, 1129997147104438, 1129997147280584, 1129997149879888, 16383
1129997150689990, 1129997150690564, 1129997150722897, 1129997150735934, 1129997150770712, 1129997152216658, 8192
1129997152354175, 1129997152354805, 1129997152387730, 1129997152402156, 1129997152441174, 1129997153753326, 8191
1129997153841306, 1129997153841936, 1129997153864473, 1129997153878102, 1129997153908324, 1129997155188532, 8192
1129997155273790, 1129997155274401, 1129997155295345, 1129997155309142, 1129997155338734, 1129997156681441, 8191
1129997156767977, 1129997156768607, 1129997156792106, 1129997156806088, 1129997156834791, 1129997158105073, 8192
1129997158223405, 1129997158224201, 1129997158247219, 1129997158261238, 1129997158290460, 1129997159579001, 8191
1129997159681833, 1129997159682629, 1129997159714055, 1129997159730054, 1129997159771980, 1129997161228167, 8192
1129997162354802, 1129997162355432, 1129997162434487, 1129997162452283, 1129997162485208, 1129997163884952, 8192
1129997163954118, 1129997163954766, 1129997163977821, 1129997163991784, 1129997164078376, 1129997165386101, 8191
1129997165418101, 1129997165418712, 1129997165439934, 1129997165453619, 1129997165482582, 1129997166749956, 8192
1129997166777475, 1129997166778049, 1129997166796493, 1129997166809641, 1129997166834844, 1129997168415937, 8191
1129997168486214, 1129997168486881, 1129997168529899, 1129997168543584, 1129997168589324, 1129997169901291, 8192
1129997169987809, 1129997169988420, 1129997170010531, 1129997170024419, 1129997170054752, 1129997171317905, 8191
1129997171434588, 1129997171435237, 1129997171463033, 1129997171477088, 1129997171506032, 1129997172852721, 8192
1129997172935275, 1129997172935923, 1129997172958867, 1129997172972849, 1129997173004978, 1129997174280575, 8191
1129997174361240, 1129997174361889, 1129997174384518, 1129997174398759, 1129997174429869, 1129997175688448, 8192
1129997175762873, 1129997175763502, 1129997175784465, 1129997175798280, 1129997175826835, 1129997177353892, 8191
1129997177522556, 1129997177523279, 1129997177565852, 1129997177582630, 1129997177627703, 1129997179039169, 8192
1129997181540659, 1129997181541511, 1129997181636510, 1129997181655806, 1129997181815804, 1129997184380868, 16383
1129997185198969, 1129997185199710, 1129997185235654, 1129997185248765, 1129997185284820, 1129997186657583, 8192
1129997186790526, 1129997186791174, 1129997186820896, 1129997186835210, 1129997186872765, 1129997188219991, 8191
1129997188308564, 1129997188309193, 1129997188334323, 1129997188348378, 1129997188381359, 1129997189658252, 8192
1129997189739474, 1129997189740103, 1129997189762936, 1129997189776566, 1129997189806621, 1129997191063922, 8191
1129997191145365, 1129997191145976, 1129997191167550, 1129997191181402, 1129997191209438, 1129997192540701, 8192
1129997192663885, 1129997192664552, 1129997192689329, 1129997192703181, 1129997192737551, 1129997194077924, 8191
1129997194178368, 1129997194179034, 1129997194208515, 1129997194222923, 1129997194262848, 1129997195548815, 8192
1129997195631055, 1129997195631685, 1129997195653962, 1129997195668258, 1129997195700887, 1129997197038002, 8191
1129997197121464, 1129997197122094, 1129997197146297, 1129997197160223, 1129997197190037, 1129997198463875, 8192
1129997198579725, 1129997198580355, 1129997198603169, 1129997198616614, 1129997198644317, 1129997199904377, 8191
1129997199986283, 1129997199986913, 1129997200047283, 1129997200065079, 1129997200094690, 1129997201387286, 8192
1129997201472674, 1129997201473396, 1129997201496470, 1129997201510340, 1129997201537858, 1129997202803307, 8191
1129997202878251, 1129997202878880, 1129997202900269, 1129997202914065, 1129997202940417, 1129997204277346, 8192
1129997204399807, 1129997204400474, 1129997204423715, 1129997204437788, 1129997204469288, 1129997205763181, 8191
1129997205952771, 1129997205953382, 1129997205989919, 1129997206005289, 1129997206042863, 1129997207353589, 8192
