Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
14858280939237, 14858280940089, 14858281042737, 14858281061644, 14858281123236, 14858348305592, 8192
14858348492609, 14858348494035, 14858348533942, 14858348554405, 14858348627756, 14858389609819, 8191
14858391888686, 14858391890298, 14858392033056, 14858392059444, 14858392677068, 14858455162690, 16383
14858456694528, 14858456695232, 14858456732268, 14858456750564, 14858456928748, 14858517267446, 16383
14858518220955, 14858518221918, 14858518303862, 14858518321732, 14858518363787, 14858552338008, 8192
14858553329647, 14858553334591, 14858553642329, 14858553667792, 14858553966678, 14858617133035, 16383
14858617997730, 14858617998360, 14858618072693, 14858618094933, 14858618148248, 14858654803295, 8192
14858655595603, 14858655596473, 14858655624788, 14858655642788, 14858655771083, 14858717280955, 16383
14858718714201, 14858718714997, 14858718740200, 14858718757052, 14858718877662, 14858778600440, 16383
14858779449969, 14858779450709, 14858779500931, 14858779522394, 14858779567023, 14858810161868, 8192
14858810253238, 14858810253904, 14858810272108, 14858810289219, 14858810337977, 14858841768444, 8191
14858841858129, 14858841858814, 14858841875406, 14858841892147, 14858841935906, 14858873778869, 8192
14858873868257, 14858873869220, 14858873885497, 14858873902145, 14858873943793, 14858905375778, 8191
14858905461000, 14858905461814, 14858905478111, 14858905494333, 14858905541832, 14858936796134, 8192
14858936881818, 14858936882615, 14858936900781, 14858936917966, 14858936962447, 14858966395321, 8191
14858966498728, 14858966499561, 14858966517709, 14858966535116, 14858966579764, 14858996549967, 8192
14858996666132, 14858996666836, 14858996690447, 14858996708762, 14858996754094, 14859027886842, 8191
14859028029359, 14859028030377, 14859028056785, 14859028069747, 14859028120229, 14859058885942, 8192
14859059002256, 14859059003071, 14859059022848, 14859059041033, 14859059084385, 14859088952496, 8191
14859089070365, 14859089071106, 14859089094198, 14859089113809, 14859089160735, 14859132165112, 8192
14859132378832, 14859132379888, 14859132408036, 14859132423554, 14859132494516, 14859170137240, 8191
14859170255332, 14859170256295, 14859170276961, 14859170296054, 14859170340627, 14859201690817, 8192
14859201817631, 14859201818612, 14859201842501, 14859201862371, 14859201909667, 14859241403188, 8191
14859241531631, 14859241532520, 14859241555724, 14859241575501, 14859241626630, 14859285555573, 8192
14859285649554, 14859285650406, 14859285667461, 14859285684480, 14859285725127, 14859322048678, 8191
14859322154029, 14859322154937, 14859322174807, 14859322193288, 14859322234806, 14859354070880, 8192
14859354168768, 14859354169453, 14859354186861, 14859354204564, 14859354249267, 14859385121943, 8191
14859385209924, 14859385210739, 14859385231016, 14859385248331, 14859385291979, 14859414726408, 8192
14859414819759, 14859414820389, 14859414837444, 14859414855259, 14859414909536, 14859444908479, 8191
14859445026200, 14859445027126, 14859445050052, 14859445068570, 14859445115255, 14859474330372, 8192
14859474417168, 14859474417945, 14859474436464, 14859474450612, 14859474500463, 14859503784598, 8191
14859503870153, 14859503871264, 14859503891616, 14859503908430, 14859503950634, 14859533089696, 8192
14859533162991, 14859533163769, 14859533180195, 14859533198750, 14859533245120, 14859563463339, 8191
14859563569394, 14859563570227, 14859563591023, 14859563607838, 14859563654578, 14859592797288, 8192
14859592867602, 14859592868287, 14859592884435, 14859592900713, 14859592938583, 14859622063090, 8191
14859622139848, 14859622140515, 14859622156756, 14859622173052, 14859622212885, 14859651324910, 8192
14859651395446, 14859651396298, 14859651413206, 14859651431372, 14859651474816, 14859681008115, 8191
14859681122596, 14859681123429, 14859681144596, 14859681163058, 14859681213817, 14859710516896, 8192
14859710609821, 14859710610710, 14859710628340, 14859710645654, 14859710692691, 14859739867197, 8191
14859739939604, 14859739940400, 14859739960270, 14859739976937, 14859740030270, 14859769193554, 8192
14859769391515, 14859769392385, 14859769409478, 14859769426922, 14859769476403, 14859801161756, 8191
14859801252385, 14859801253218, 14859801269533, 14859801286959, 14859801332329, 14859830503520, 8192
14859830574686, 14859830575501, 14859830592371, 14859830608927, 14859830648537, 14859859755137, 8191
14859859823951, 14859859824784, 14859859841155, 14859859857580, 14859859893339, 14859889033420, 8192
14859889111197, 14859889111993, 14859889132530, 14859889152845, 14859889199548, 14859918753366, 8191
14859918845494, 14859918846254, 14859918862735, 14859918880179, 14859918924512, 14859949158953, 8192
14859949237063, 14859949237878, 14859949254360, 14859949270619, 14859949312396, 14859979677632, 8191
14859979751335, 14859979752168, 14859979769057, 14859979786038, 14859979823297, 14860009359633, 8192
14860009444559, 14860009445392, 14860009461058, 14860009478540, 14860009522743, 14860040203698, 8191
14860040294031, 14860040294697, 14860040312197, 14860040329438, 14860040373049, 14860069541536, 8192
14860069609943, 14860069610758, 14860069627758, 14860069644295, 14860069679276, 14860098767061, 8191
14860098831134, 14860098831986, 14860098848689, 14860098865282, 14860098897874, 14860128038047, 8192
14860128110436, 14860128111250, 14860128128343, 14860128146213, 14860128193287, 14860157462237, 8191
14860157552569, 14860157553347, 14860157570810, 14860157587106, 14860157636068, 14860186755427, 8192
14860186821500, 14860186822223, 14860186837908, 14860186853426, 14860186890555, 14860216101283, 8191
14860216181505, 14860216182283, 14860216198579, 14860216216412, 14860216260486, 14860245930080, 8192
14860246021394, 14860246022042, 14860246038857, 14860246055912, 14860246103041, 14860276957735, 8191
14860277045920, 14860277046735, 14860277063735, 14860277080308, 14860277127123, 14860313871503, 8192
14860314018687, 14860314020872, 14860314068372, 14860314118538, 14860314207889, 14860401598372, 8191
14860401749259, 14860401751463, 14860401799685, 14860401849314, 14860401936443, 14860489222797, 8192
14860489373203, 14860489375073, 14860489422832, 14860489472202, 14860489573312, 14860577171867, 8191
14860577370365, 14860577372736, 14860577436161, 14860577476883, 14860577568123, 14860665017642, 8192
14860665176363, 14860665178400, 14860665225788, 14860665275140, 14860665361250, 14860752705863, 8191
14860752862621, 14860752864862, 14860752911769, 14860752959120, 14860753039101, 14860840485639, 8192
14860840645026, 14860840646989, 14860840693785, 14860840745692, 14860840837747, 14860928445153, 8191
14860928616448, 14860928618726, 14860928666855, 14860928715780, 14860928802724, 14861016186707, 8192
