muestras, tiempo(ns)
8192, 88644406
16383, 163332790
16383, 159438788
16383, 162472983
16383, 160768591
8192, 82625997
16383, 160327946
16383, 162903572
16383, 163797082
16383, 164318818
8192, 80482294
8191, 196034051
8192, 249897067
8191, 246338302
8192, 239957064
8191, 248799688
8192, 241536252
8191, 245376940
8192, 244624114
8191, 250041417
8192, 252281842
8191, 241608364
8192, 242443522
8191, 244140767
8192, 202614251
8191, 85363176
8192, 79754523
8191, 88882256
8192, 81794486
8191, 86993236
8192, 86051245
8191, 80754662
8192, 80839513
8191, 81192251
8192, 82384574
8191, 79898189
8192, 84600868
8191, 84632331
8192, 81732468
8191, 84648405
8192, 85207141
8191, 80438535
8192, 87181753
8191, 86490629
8192, 82879310
8191, 86984551
8192, 86525369
8191, 81522803
8192, 83189177
8191, 84393667
8192, 80263130
8191, 80569349
8192, 85469749
8191, 80472832
8192, 88130225
8191, 84298538
8192, 82874755
8191, 80457868
8192, 85283065
8191, 83552434
8192, 84187576
8191, 80765754
8192, 81954929
8191, 81622469
8192, 83488026
8191, 81516655
8192, 90136023
8191, 166267541
8192, 238247023
8191, 237334401
8192, 253685199
8191, 247685809
8192, 247166054
8191, 251452404
8192, 243624826
8191, 240814444
8192, 243590901
8191, 243562698
8192, 241654992
8191, 244268784
8192, 241906767
8191, 81348416
8192, 86210354
8191, 84221612
8192, 85946375
8191, 79881244
8192, 83669358
8191, 81767338
8192, 80679867
8191, 88452112
8192, 83262195
8191, 83187344
8192, 82280408
8191, 86794052
8192, 83102790
8191, 83825876
8192, 83088697
8191, 81768413
8192, 80936568
8191, 84952254
8192, 86214706
8191, 90147022
8192, 80868920
8191, 84066225
8192, 82223371
8191, 82500258
8192, 83241269
8191, 86965070
8192, 85784320
8191, 86744034
8192, 84486740
8191, 84939495
8192, 91197309
8191, 117537350
8192, 243615308
8191, 244621447
8192, 240519261
8191, 243162756
8192, 249144203
8191, 240347966
8192, 248211248
8191, 238669352
8192, 238741204
8191, 241355291
8192, 245306811
8191, 245394662
8192, 253698476
8191, 130440456
8192, 89857988
8191, 80646293
8192, 79947336
8191, 84232001
8192, 84070280
8191, 82802366
8192, 81484470
8191, 93418215
8192, 84356056
8191, 80693070
8192, 85007420
8191, 83535897
8192, 81838911
8191, 89500269
8192, 80775291
8191, 86581924
8192, 85039550
8191, 88922719
8192, 81934392
8191, 81960725
8192, 80333184
8191, 87368159
8192, 79820448
8191, 84939383
8192, 84337611
8191, 82951920
8192, 84451870
8191, 84979384
8192, 79903651
8191, 84592720
8192, 80017632
8191, 84621572
8192, 221849578
8191, 240733278
8192, 242845499
8191, 240722148
8192, 248946315
8191, 245366292
8192, 240299800
8191, 263114391
8192, 239882434
8191, 248167322
8192, 239730917
8191, 241242680
8192, 246013471
8191, 184344007
8192, 84323315
8191, 88468019
8192, 81428082
8191, 80377350
8192, 83571562
8191, 93404511
8192, 82952587
8191, 82954957
8192, 81558192
8191, 87764933
8192, 84265834
8191, 85121030
8192, 81591377
8191, 81928818
8192, 81245361
8191, 85770598
8192, 82265056
8191, 92958830
8192, 84280816
8191, 82864773
8192, 90950941
8191, 82090779
8192, 83367824
8191, 85895523
8192, 84284334
8191, 80820402
8192, 84468740
8191, 83834523
8192, 84300797
8191, 82050687
8192, 82871180
8191, 82278481
8192, 93445030
8191, 84085299
8192, 82910031
8191, 79887966
8192, 85303195
8191, 86629683
8192, 84686626
8191, 85557563
8192, 83907819
8191, 84275945
8192, 84616220
8191, 81889337
8192, 79994372
8191, 80007150
8192, 83812505
8191, 81955318
8192, 87961004
8191, 79931466
8192, 80119075
8191, 84372037
8192, 93461733
8191, 79469915
8192, 87777506
8191, 82000299
8192, 81799615
8191, 82048057
8192, 82452091
8191, 81180639
8192, 84282167
8191, 81634802
8192, 84333000
8191, 80324499
8192, 80533497
8191, 84265353
8192, 89639563
8191, 84057465
8192, 83544433
8191, 79810596
8192, 81932800
8191, 82774903
8192, 83737858
8191, 86285501
8192, 84458240
8191, 82369444
8192, 81285917
8191, 88760182
8192, 83280491
8191, 87676841
8192, 92194170
8191, 84298667
8192, 84986753
8191, 79964725
8192, 82501442
8191, 81744893
8192, 83543396
8191, 80346054
8192, 84287556
8191, 82167427
8192, 84103595
8191, 85011568
8192, 84307444
8191, 81362082
8192, 84180761
8191, 83710209
8192, 81369971
8191, 85735617
8192, 81722024
8191, 81520007
8192, 80645496
8191, 93418085
8192, 84196390
8191, 90338520
8192, 83950985
8191, 93454233
8192, 80965437
8191, 81821560
8192, 88199151
8191, 81470137
8192, 80866698
8191, 82010021
8192, 82552220
8191, 81630913
8192, 85294380
8191, 84338445
8192, 85770136
8191, 80120130
8192, 82741088
8191, 79596413
8192, 87160252
8191, 82216779
8192, 87479842
8191, 91264827
8192, 80421776
8191, 81998984
8192, 82301667
8191, 87716136
8192, 82995382
8191, 79220194
8192, 80424572
8191, 82654811
8192, 80887531
8191, 84867662
8192, 81078251
8191, 81877763
8192, 81704153
8191, 86453500
8192, 80003706
8191, 82442091
8192, 80951215
8191, 91120624
8192, 80390017
8191, 84374241
8192, 89519583
8191, 83158955
8192, 86550332
8191, 79835837
8192, 86231353
8191, 79577598
8192, 84053669
8191, 83239121
8192, 81215065
8191, 81509026
8192, 82049762
8191, 80653163
8192, 82352666
8191, 90094615
8192, 81405249
8191, 87773228
8192, 84336481
8191, 84237963
8192, 82692385
8191, 80898809
8192, 85066641
8191, 84255427
8192, 84980680
8191, 81870411
8192, 80319239
8191, 84731866
8192, 80813957
8191, 88373074
8192, 86212279
8191, 79730727
8192, 82469461
8191, 89819617
8192, 80942493
8191, 83672302
8192, 91118124
8191, 82786032
8192, 81118103
8191, 82005410
8192, 86089854
8191, 79779318
8192, 87642248
8191, 82614163
8192, 83921634
8191, 84402962
8192, 85694710
8191, 82830013
8192, 83455490
8191, 84141779
8192, 83005419
8191, 79424674
8192, 81468229
8191, 81866966
8192, 85669859
8191, 81953706
8192, 84030188
8191, 84403944
8192, 80534257
8191, 84242204
8192, 81670098
8191, 82614423
8192, 81764264
8191, 90429778
8192, 82476591
8191, 134096144
8192, 244832555
8191, 248728872
8192, 244626539
8191, 250562040
8192, 251973176
8191, 244144690
8192, 241012237
8191, 242357133
8192, 255149962
8191, 246546391
8192, 247099238
8191, 240804165
8192, 249697104
8191, 100962462
8192, 87855172
8191, 81963447
8192, 81591173
8191, 86030373
8192, 80128871
8191, 80398147
8192, 79536524
8191, 80289314
8192, 83369823
8191, 90648999
8192, 84505628
8191, 87916097
8192, 80501423
8191, 87819210
8192, 83111381
8191, 82337481
8192, 80959456
8191, 82953383
8192, 83265824
8191, 83188918
8192, 82453332
8191, 85760024
8192, 81656431
8191, 87835746
8192, 81461248
8191, 80079667
8192, 90272724
8191, 79392489
8192, 81483951
8191, 81636562
8192, 80926030
8191, 84200890
8192, 81052955
8191, 90389057
8192, 80131316
