muestras, tiempo(ns)
8192, 22528307
8191, 20919602
16383, 45123058
16383, 59073163
16383, 109096649
8192, 64524529
16383, 118544878
8192, 66028772
16383, 121315255
8192, 66335138
16383, 119357535
16383, 123412657
8192, 65840774
16383, 144195317
8192, 62167814
8191, 63373264
8192, 64384253
8191, 66692413
8192, 61703116
8191, 66047642
8192, 59546473
8191, 61697005
8192, 62431978
8191, 61588747
8192, 65033598
8191, 66841281
8192, 64141440
8191, 71032050
8192, 64096849
8191, 63425985
8192, 64139182
8191, 61885984
8192, 63065082
8191, 62508366
8192, 61219139
8191, 65858644
8192, 64248754
8191, 65287854
8192, 59653175
8191, 60531980
8192, 61689190
8191, 64175015
8192, 65971383
8191, 62756160
8192, 60791718
8191, 62076501
8192, 70987568
8191, 63788037
8192, 62231202
8191, 57971861
8192, 20028761
8191, 21440763
8192, 21288543
8191, 21531892
8192, 21073304
8191, 21124786
8192, 21967831
8191, 20854381
8192, 20033353
8191, 21486263
8192, 22005591
8191, 19819577
8192, 22422309
8191, 21351820
8192, 21357968
8191, 19526896
8192, 23095671
8191, 19684542
8192, 22462790
8191, 21481522
8192, 21798926
8191, 21445356
8192, 21436320
8191, 21482467
8192, 21944517
8191, 19986835
8192, 22308494
8191, 21236414
8192, 22097756
8191, 21462318
8192, 21853592
8191, 21493744
8192, 21861759
8191, 21461300
8192, 22069405
8191, 20044519
8192, 21006379
8191, 21299265
8192, 22034665
8191, 21470670
8192, 22130571
8191, 21472985
8192, 21267061
8191, 21513281
8192, 22070479
8191, 21496967
8192, 20975102
8191, 21463893
8192, 21445652
8191, 21509800
8192, 20880307
8191, 21532614
8192, 21019824
8191, 20008724
8192, 21641261
8191, 21416375
8192, 21132952
8191, 21486541
8192, 20951287
8191, 21780501
8192, 19732709
8191, 21250284
8192, 20680606
8191, 21501670
8192, 20523070
8191, 21505614
8192, 22134460
8191, 21486670
8192, 21203210
8191, 21363523
8192, 21095693
8191, 21334080
8192, 21871499
8191, 19553839
8192, 21760871
8191, 21511114
8192, 21905388
8191, 20693160
8192, 21970165
8191, 21348654
8192, 21876444
8191, 21320228
8192, 21848296
8191, 20057742
8192, 21262784
8191, 21285524
8192, 23628832
8191, 21202118
8192, 21940850
8191, 21452208
8192, 23680072
8191, 21452986
8192, 21097620
8191, 19892688
8192, 21791038
8191, 21323950
8192, 19720727
8191, 23182226
8192, 20468756
8191, 23838904
8192, 21369487
8191, 21890185
8192, 21335376
8191, 20366942
8192, 21685001
8191, 21179693
8192, 19732875
8191, 21496374
8192, 20493385
8191, 20574829
8192, 20381534
8191, 20974584
8192, 20468144
8191, 21103175
8192, 21776038
8191, 19846133
8192, 20743679
8191, 21446319
8192, 22052016
8191, 21360116
8192, 21981813
8191, 21366893
8192, 21062286
8191, 20023964
8192, 20688457
8191, 21318487
8192, 21903499
8191, 19843059
8192, 21085490
8191, 19889021
8192, 21310450
8191, 21490503
8192, 21147860
8191, 19787615
8192, 20501478
8191, 21362394
8192, 21889721
8191, 19850652
8192, 21931332
8191, 20976379
8192, 21860259
8191, 21337820
8192, 21924443
8191, 23565888
8192, 22612677
8191, 19902651
8192, 20336849
8191, 20929769
8192, 22049035
8191, 19875355
8192, 21262154
8191, 21344820
8192, 21876147
8191, 20571069
8192, 23709868
8191, 21494800
8192, 20675457
8191, 21965591
8192, 23753590
8191, 19700024
8192, 21084675
8191, 22868711
8192, 21852870
8191, 21187267
8192, 21366746
8191, 21126655
8192, 20582754
8191, 21377875
8192, 22013164
8191, 21347931
8192, 21308228
8191, 20890084
8192, 21401523
8191, 20993120
8192, 22691584
8191, 21953499
8192, 19491377
8191, 21377098
8192, 19628302
8191, 21879648
8192, 21376894
8191, 21323191
8192, 19631043
8191, 21334135
8192, 21144396
8191, 23021042
8192, 20801122
8191, 21505022
8192, 21374301
8191, 21639187
8192, 20575569
8191, 22021016
8192, 21345376
8191, 21854722
8192, 21187062
8191, 23777423
8192, 19921373
8191, 21936110
8192, 20448941
8191, 23468871
8192, 19742190
8191, 23656535
8192, 21354783
8191, 22933692
8192, 21012491
8191, 20986769
8192, 21332320
8191, 23654572
8192, 21324524
8191, 20934602
8192, 21369394
8191, 21998165
8192, 21355690
8191, 20799326
8192, 21413800
8191, 21259987
8192, 20695679
8191, 20523774
8192, 20182222
8191, 21035119
8192, 20783900
8191, 21182748
8192, 21328024
8191, 22138330
8192, 21365801
8191, 21133026
8192, 21322025
8191, 21011065
8192, 19533691
8191, 23661887
8192, 21324061
8191, 20978472
8192, 19625339
8191, 21391468
8192, 21348691
8191, 23773701
8192, 21524799
8191, 22614566
8192, 21403671
8191, 21020157
8192, 21314191
8191, 20284221
8192, 21345727
8191, 23758868
8192, 21378820
8191, 21236914
8192, 19717616
8191, 22906988
8192, 21419783
8191, 22095275
8192, 21472226
8191, 23150652
8192, 21499541
8191, 21991868
8192, 19859725
8191, 20785308
8192, 19882669
8191, 22047756
8192, 21108471
8191, 22068904
8192, 21471319
8191, 20696160
8192, 21455301
8191, 20498959
8192, 21492578
8191, 23719702
8192, 21468744
8191, 22021646
8192, 21529114
8191, 20531829
8192, 20075390
8191, 20832382
8192, 20511015
8191, 20587736
8192, 20831900
8191, 21063453
8192, 21497114
8191, 22094423
8192, 21464671
8191, 22566011
8192, 20673642
8191, 21500004
8192, 20020686
8191, 23819163
8192, 22087756
8191, 23771775
8192, 20013761
8191, 23071727
8192, 20001632
8191, 21943147
8192, 21459930
8191, 22765101
8192, 21505059
8191, 21185525
8192, 21483800
8191, 23786812
8192, 21044324
8191, 20876640
8192, 21478801
8191, 21489244
8192, 21359653
8191, 20575476
8192, 21386282
8191, 22363865
8192, 19676264
8191, 21711408
8192, 19749578
8191, 21143081
8192, 21488263
8191, 23702276
8192, 21344949
8191, 22764508
8192, 21350191
8191, 22755971
8192, 21323802
8191, 21084804
8192, 21371394
8191, 21887537
8192, 21357449
8191, 20375813
8192, 21325098
8191, 20984528
8192, 21319561
8191, 20284220
8192, 20762012
8191, 21680779
8192, 21163711
8191, 21375764
8192, 21123378
8191, 21852166
8192, 21322672
8191, 20975714
8192, 21467967
8191, 23178355
8192, 19655005
8191, 21821167
8192, 21390672
8191, 20860825
8192, 21357098
8191, 21482245
8192, 21838611
8191, 21989647
8192, 21344505
8191, 21751204
8192, 19748579
8191, 20956250
8192, 21465152
8191, 22257014
8192, 21350857
8191, 22872989
8192, 21475208
8191, 21517800
8192, 20051612
8191, 22524400
8192, 21467115
8191, 22794489
8192, 21485392
8191, 23712701
8192, 21483170
8191, 23765461
8192, 21498800
8191, 23076208
8192, 19779578
8191, 21996184
8192, 21524318
8191, 21965943
8192, 20729456
8191, 21502244
8192, 21495114
8191, 21125804
8192, 21457560
8191, 21279932
8192, 21466504
8191, 20935658
8192, 21470374
8191, 21942313
8192, 20287276
8191, 20028835
8192, 20687179
8191, 21215266
8192, 20878585
8191, 21080768
8192, 20923176
8191, 23005709
8192, 20653995
8191, 23791164
8192, 21409746
8191, 22919784
8192, 21500170
8191, 23819293
8192, 21471133
8191, 23093894
8192, 19651264
8191, 21311469
8192, 21356117
8191, 21830370
8192, 19673524
8191, 20826789
8192, 20547255
8191, 22555399
8192, 21372338
8191, 21285414
8192, 20800548
8191, 23435797
8192, 21361320
8191, 23650628
8192, 20829585
8191, 21371190
8192, 20926417
8191, 21903999
8192, 21881685
8191, 22093701
8192, 19927817
8191, 21766685
8192, 19721579
8191, 21366246
8192, 21407319
8191, 21964128
8192, 21322043
8191, 20493625
8192, 21382690
8191, 23137653
8192, 21339042
8191, 20847178
8192, 21348876
8191, 20852418
8192, 21305395
8191, 20611495
8192, 19987761
8191, 23399853
8192, 20878862
8191, 21609781
8192, 20561385
8191, 21530818
8192, 20496589
8191, 21431190
8192, 21369042
8191, 20422423
8192, 21335709
8191, 23665054
8192, 19855410
8191, 21850833
8192, 20504978
8191, 21509837
8192, 23699072
8191, 19729431
8192, 21391542
8191, 21427208
8192, 20867381
8191, 21328524
8192, 22032683
8191, 21517874
8192, 21918647
8191, 19728986
8192, 20858511
8191, 21307376
8192, 21512189
8191, 21398338
8192, 20741901
8191, 21479504
8192, 23658776
8191, 21344857
8192, 21989183
8191, 20961695
8192, 21941055
8191, 21356302
8192, 21908314
8191, 21481541
8192, 23657480
8191, 21231192
8192, 22035590
8191, 21478875
8192, 22022998
8191, 21383782
8192, 20983231
8191, 19801078
8192, 22802341
8191, 21324024
8192, 23640054
8191, 21354728
8192, 21329079
8191, 20996509
8192, 23640572
8191, 19919632
8192, 20602310
8191, 20609977
8192, 20662309
8191, 20329609
8192, 20390349
8191, 20634476
8192, 21366023
8191, 21951647
8192, 21370597
8191, 21969146
8192, 21400412
8191, 23276892
8192, 21243007
8191, 22019794
8192, 21785371
8191, 23355668
8192, 21383005
8191, 21777853
8192, 21041323
8191, 20813289
8192, 20291424
8191, 23139764
8192, 20916917
8191, 21972110
8192, 21362061
