Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1471212381953345, 1471212381954178, 1471212382056936, 1471212382075584, 1471212382716206, 1471212715570935, 16383
1471212719884570, 1471212719886588, 1471212720137048, 1471212720381212, 1471212720843503, 1471212868897766, 8192
1471212869002524, 1471212869004468, 1471212869097171, 1471212869156874, 1471212869293502, 1471213020778077, 8191
1471213020873483, 1471213020875390, 1471213020962389, 1471213021017926, 1471213021162424, 1471213167349894, 8192
1471213167447707, 1471213167449763, 1471213167540354, 1471213167585002, 1471213167697260, 1471213313774823, 8191
1471213313878952, 1471213313880656, 1471213313998450, 1471213314048561, 1471213314180022, 1471213488829347, 8192
1471213488948401, 1471213488950549, 1471213489145010, 1471213489198435, 1471213489311304, 1471213791784682, 8191
1471213794386725, 1471213794388892, 1471213794628445, 1471213794672204, 1471213796508312, 1471214197352232, 16383
1471214206274240, 1471214206276592, 1471214206555959, 1471214206627532, 1471214206849955, 1471214494092047, 8192
1471214496090190, 1471214496092320, 1471214496242225, 1471214496288225, 1471214496425001, 1471214685736340, 8191
1471214688154053, 1471214688156238, 1471214688313736, 1471214688355310, 1471214688800175, 1471215002848400, 16383
1471215007752102, 1471215007754120, 1471215007938970, 1471215007987840, 1471215008429927, 1471215308932235, 16383
1471215311290134, 1471215311292097, 1471215311424706, 1471215311470557, 1471215311586056, 1471215461328651, 8192
1471215461972440, 1471215461974403, 1471215462123308, 1471215462173437, 1471215462285177, 1471215610965284, 8191
1471215613284405, 1471215613286535, 1471215613380534, 1471215613429348, 1471215613792233, 1471215794158546, 16383
1471215794981129, 1471215794981722, 1471215795016222, 1471215795028166, 1471215795080554, 1471215846077110, 8192
1471215846348422, 1471215846349052, 1471215846411829, 1471215846426143, 1471215846508327, 1471215897036704, 8191
1471215897148443, 1471215897149054, 1471215897189461, 1471215897202591, 1471215897256868, 1471215970259817, 8192
1471215970501166, 1471215970502999, 1471215970588424, 1471215970634405, 1471215970745200, 1471216116915262, 8191
1471216117159574, 1471216117161426, 1471216117267129, 1471216117316017, 1471216117467311, 1471216269980522, 8192
1471216270597830, 1471216270599885, 1471216270739291, 1471216270792198, 1471216270928974, 1471216421305988, 8191
1471216421581244, 1471216421583114, 1471216421685520, 1471216421732020, 1471216421858222, 1471216571915147, 8192
1471216572060886, 1471216572062978, 1471216572153866, 1471216572201940, 1471216572320549, 1471216720366331, 8191
1471216720453885, 1471216720455811, 1471216720546347, 1471216720598957, 1471216720699419, 1471216881952658, 8192
1471216882061601, 1471216882063342, 1471216882159582, 1471216882214563, 1471216882351061, 1471217052403791, 8191
1471217052502604, 1471217052504475, 1471217052603233, 1471217052642158, 1471217052780527, 1471217201396950, 8192
1471217201492541, 1471217201494412, 1471217201587947, 1471217201642336, 1471217201751168, 1471217354032196, 8191
1471217354127788, 1471217354129658, 1471217354216120, 1471217354269305, 1471217354396414, 1471217503403221, 8192
1471217503504368, 1471217503506442, 1471217503595867, 1471217503653607, 1471217503770550, 1471217650890491, 8191
1471217650985508, 1471217650987452, 1471217651075174, 1471217651129414, 1471217651236653, 1471217799645152, 8192
1471217799741225, 1471217799743411, 1471217799833298, 1471217799883983, 1471217799992537, 1471217947150810, 8191
1471217947245920, 1471217947247902, 1471217947334993, 1471217947388900, 1471217947495306, 1471218095567272, 8192
1471218095661086, 1471218095662938, 1471218095754863, 1471218095810084, 1471218095924231, 1471218243164651, 8191
1471218243259150, 1471218243261095, 1471218243342835, 1471218243393001, 1471218243498814, 1471218392205440, 8192
1471218392287605, 1471218392289568, 1471218392378901, 1471218392430419, 1471218392536565, 1471218548068723, 8191
1471218548162074, 1471218548164036, 1471218548248628, 1471218548301609, 1471218548411145, 1471218693561867, 8192
1471218693817642, 1471218693819790, 1471218693922659, 1471218693974473, 1471218694097935, 1471218842005125, 8191
1471218842107328, 1471218842109383, 1471218842196567, 1471218842249770, 1471218842364380, 1471218989255360, 8192
1471218989346433, 1471218989348229, 1471218989442450, 1471218989494598, 1471218989612374, 1471219140177830, 8191
1471219140272273, 1471219140274162, 1471219140363050, 1471219140409531, 1471219140542344, 1471219257835279, 8192
1471219257883704, 1471219257884371, 1471219257935111, 1471219257952500, 1471219258023129, 1471219306735193, 8191
1471219306790044, 1471219306790618, 1471219306830803, 1471219306847784, 1471219306915209, 1471219355602014, 8192
1471219355653310, 1471219355654051, 1471219355688124, 1471219355705032, 1471219355777457, 1471219405351751, 8191
1471219405404695, 1471219405405399, 1471219405444473, 1471219405462028, 1471219405525286, 1471219455102303, 8192
1471219455153266, 1471219455153877, 1471219455194025, 1471219455213821, 1471219455281412, 1471219505302721, 8191
1471219505358979, 1471219505359701, 1471219505411775, 1471219505429941, 1471219505497422, 1471219555900059, 8192
1471219555957392, 1471219555958096, 1471219555999039, 1471219556036835, 1471219556101112, 1471219606049718, 8191
1471219606102643, 1471219606103328, 1471219606144698, 1471219606162161, 1471219606221327, 1471219656261764, 8192
1471219656314838, 1471219656315560, 1471219656363837, 1471219656384541, 1471219656448503, 1471219707724556, 8191
1471219707778796, 1471219707779703, 1471219707824777, 1471219707844221, 1471219707900961, 1471219756899540, 8192
1471219756953169, 1471219756953762, 1471219756997539, 1471219757016835, 1471219757070927, 1471219805460106, 8191
1471219805513254, 1471219805513865, 1471219805555753, 1471219805574975, 1471219805633049, 1471219855496451, 8192
1471219855549247, 1471219855549951, 1471219855588024, 1471219855608931, 1471219855681857, 1471219904742768, 8191
1471219904797694, 1471219904798397, 1471219904851045, 1471219904871563, 1471219904931007, 1471219953925883, 8192
1471219953981049, 1471219953981771, 1471219954030604, 1471219954050826, 1471219954113158, 1471220004212373, 8191
1471220004266020, 1471220004266761, 1471220004319038, 1471220004338371, 1471220004407519, 1471220055208596, 8192
1471220055260502, 1471220055261095, 1471220055310650, 1471220055331816, 1471220055390056, 1471220103873920, 8191
1471220103930030, 1471220103930752, 1471220103981344, 1471220103999900, 1471220104081787, 1471220155129510, 8192
1471220155182194, 1471220155182898, 1471220155220397, 1471220155237045, 1471220155309804, 1471220204857951, 8191
1471220204945209, 1471220204945857, 1471220204992412, 1471220205011079, 1471220205070541, 1471220254327265, 8192
1471220254383728, 1471220254384468, 1471220254441523, 1471220254460968, 1471220254527245, 1471220303115736, 8191
1471220303169032, 1471220303169606, 1471220303211272, 1471220303229105, 1471220303286493, 1471220352166370, 8192
1471220352218814, 1471220352219555, 1471220352261814, 1471220352280017, 1471220352335942, 1471220401508557, 8191
1471220401569389, 1471220401570000, 1471220401617092, 1471220401634389, 1471220401708054, 1471220450589894, 8192
1471220450641079, 1471220450641857, 1471220450676578, 1471220450690486, 1471220450755485, 1471220499588696, 8191
1471220499638788, 1471220499639380, 1471220499679343, 1471220499698324, 1471220499755046, 1471220548612312, 8192
1471220548666644, 1471220548667256, 1471220548713496, 1471220548733125, 1471220548794587, 1471220659695911, 8191
1471220659778780, 1471220659780577, 1471220659867020, 1471220659918668, 1471220660049962, 1471220809361210, 8192
1471220809456672, 1471220809458746, 1471220809547134, 1471220809602467, 1471220809715040, 1471220957294011, 8191
1471220957390770, 1471220957392714, 1471220957486861, 1471220957539527, 1471220957654655, 1471221108693661, 8192
1471221108788438, 1471221108790345, 1471221108872733, 1471221108924658, 1471221109032231, 1471221255018666, 8191
1471221255105758, 1471221255107572, 1471221255198090, 1471221255249737, 1471221255363940, 1471221401290431, 8192
