Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1128889915798416, 1128889915799842, 1128889915921174, 1128889915942896, 1128889922749041, 1128889940437211, 16383
1128889944769235, 1128889944770217, 1128889944876605, 1128889944897197, 1128889944948993, 1128889951813822, 8192
1128889951958672, 1128889951959339, 1128889951996265, 1128889952032227, 1128889952092171, 1128889959509698, 8191
1128889959647381, 1128889959648141, 1128889959675029, 1128889959688307, 1128889959742603, 1128889967400349, 8192
1128889969642175, 1128889969642842, 1128889969740748, 1128889969756563, 1128889969822118, 1128889992471305, 8191
1128889992594470, 1128889992596822, 1128889992989021, 1128889993041298, 1128889993167149, 1128890016462495, 8192
1128890016586216, 1128890016588105, 1128890016743344, 1128890016787103, 1128890016890157, 1128890040497908, 8191
1128890040619777, 1128890040621703, 1128890040802330, 1128890040843867, 1128890040953958, 1128890091549587, 8192
1128890092267246, 1128890092269190, 1128890092464707, 1128890092509484, 1128890092617631, 1128890144561708, 8191
1128890144822871, 1128890144824927, 1128890144936722, 1128890144981758, 1128890145073054, 1128890200541813, 8192
1128890200805273, 1128890200807328, 1128890200917660, 1128890200976771, 1128890201074195, 1128890248652952, 8191
1128890252252633, 1128890252254688, 1128890252427668, 1128890252555278, 1128890252684980, 1128890276328452, 8192
1128890277063314, 1128890277065647, 1128890277267478, 1128890277311015, 1128890277415662, 1128890300235088, 8191
1128890300348327, 1128890300350661, 1128890300485919, 1128890300526362, 1128890300625639, 1128890332285798, 8192
1128890332397538, 1128890332399797, 1128890332534258, 1128890332575869, 1128890332672590, 1128890364254120, 8191
1128890364360027, 1128890364362082, 1128890364501192, 1128890364548210, 1128890364665875, 1128890393442493, 8192
1128890393561380, 1128890393563343, 1128890393664823, 1128890393710378, 1128890393807414, 1128890411433085, 8191
1128890414036703, 1128890414039592, 1128890414540809, 1128890414772417, 1128890415234041, 1128890433692332, 8192
1128890433861145, 1128890433863200, 1128890434311288, 1128890434577840, 1128890434835708, 1128890456507388, 8191
1128890458801362, 1128890458803454, 1128890459037877, 1128890459160228, 1128890460098588, 1128890498746241, 16383
1128890502868472, 1128890502870954, 1128890503016804, 1128890503056970, 1128890503168413, 1128890521752943, 8192
1128890521916682, 1128890521918737, 1128890522034069, 1128890522076606, 1128890522165068, 1128890539664499, 8191
1128890539836478, 1128890539838738, 1128890542127749, 1128890542173656, 1128890542283691, 1128890561713063, 8192
1128890561885765, 1128890561887876, 1128890561987079, 1128890562032726, 1128890562122336, 1128890579624101, 8191
1128890579825747, 1128890579827802, 1128890580065633, 1128890580118836, 1128890580356907, 1128890620261324, 8192
1128890620365083, 1128890620367323, 1128890620490840, 1128890620537840, 1128890620625728, 1128890668502684, 8191
1128890668611683, 1128890668613646, 1128890668718608, 1128890668758218, 1128890668866458, 1128890692263711, 8192
1128890692379617, 1128890692381857, 1128890692540115, 1128890692581670, 1128890692712039, 1128890716264271, 8191
1128890716379659, 1128890716381733, 1128890716526528, 1128890716565416, 1128890716675396, 1128890748362870, 8192
1128890748498072, 1128890748500035, 1128890748719088, 1128890748761939, 1128890748897067, 1128890792548461, 8191
1128890792657145, 1128890792659293, 1128890792743125, 1128890792788347, 1128890792882309, 1128890808836850, 8192
1128890809043459, 1128890809045644, 1128890809272900, 1128890809398380, 1128890809544583, 1128890832656394, 8191
1128890832886929, 1128890832888984, 1128890833179407, 1128890836352223, 1128890836882198, 1128890860668335, 8192
1128890860860852, 1128890860862963, 1128890861039276, 1128890861080238, 1128890861186366, 1128890880125281, 8191
1128890880246446, 1128890880248335, 1128890880427629, 1128890880468425, 1128890880577350, 1128890908354146, 8192
1128890908476644, 1128890908478774, 1128890908662420, 1128890908705697, 1128890908812603, 1128890932305911, 8191
1128890932620370, 1128890932623148, 1128890932793683, 1128890932833960, 1128890932945681, 1128890956556913, 8192
1128890956781170, 1128890956784318, 1128890957148869, 1128890957203035, 1128890957312997, 1128890987611709, 8191
1128890987742911, 1128890987744855, 1128890987925316, 1128890987976630, 1128890988117481, 1128891014631383, 8192
1128891014733160, 1128891014735178, 1128891015008527, 1128891015056138, 1128891015148137, 1128891036421803, 8191
1128891036549949, 1128891036551746, 1128891036660170, 1128891036703336, 1128891036794669, 1128891075670764, 8192
1128891075782152, 1128891075784096, 1128891075941558, 1128891075989316, 1128891076146852, 1128891099090869, 8191
1128891099200219, 1128891099202682, 1128891099314311, 1128891099361310, 1128891099456346, 1128891124327582, 8192
1128891124449155, 1128891124451488, 1128891124658412, 1128891124704671, 1128891124836132, 1128891181845929, 8191
1128891181962039, 1128891181963928, 1128891182078112, 1128891182121315, 1128891182222277, 1128891204237675, 8192
1128891204340137, 1128891204342211, 1128891204500061, 1128891204548134, 1128891204634078, 1128891224265096, 8191
1128891224368946, 1128891224371261, 1128891224522778, 1128891224571314, 1128891224665850, 1128891248294971, 8192
1128891248412784, 1128891248415099, 1128891248588967, 1128891248644911, 1128891248757762, 1128891272225384, 8191
1128891272334735, 1128891272336883, 1128891272475085, 1128891272524677, 1128891272624435, 1128891296342722, 8192
1128891296463942, 1128891296466202, 1128891296615181, 1128891296661070, 1128891296757124, 1128891320235321, 8191
1128891320332745, 1128891320334690, 1128891320435115, 1128891320478614, 1128891320561261, 1128891344281288, 8192
1128891344392306, 1128891344394268, 1128891344550230, 1128891344597674, 1128891344696006, 1128891368231627, 8191
1128891368332126, 1128891368334571, 1128891368493532, 1128891368543087, 1128891368647863, 1128891396269476, 8192
1128891396378919, 1128891396380919, 1128891396521954, 1128891396572046, 1128891396670971, 1128891424261399, 8191
1128891424370564, 1128891424372527, 1128891424542266, 1128891424591228, 1128891424697968, 1128891455545951, 8192
1128891455654153, 1128891455655913, 1128891455812670, 1128891455860392, 1128891455955020, 1128891504584246, 8191
1128891504692171, 1128891504694282, 1128891504858669, 1128891504912409, 1128891505004611, 1128891528296421, 8192
1128891528407698, 1128891528410142, 1128891528579177, 1128891528618510, 1128891528732138, 1128891552311074, 8191
1128891552426147, 1128891552428091, 1128891552605275, 1128891552659274, 1128891552764051, 1128891580312719, 8192
1128891580434922, 1128891580436829, 1128891580626549, 1128891580675641, 1128891580783658, 1128891626686341, 8191
1128891626810451, 1128891626812469, 1128891626989208, 1128891627032689, 1128891627156743, 1128891666100653, 8192
1128891666208096, 1128891666209874, 1128891666396001, 1128891666445445, 1128891666552555, 1128891692302207, 8191
1128891692415020, 1128891692417576, 1128891692586111, 1128891692631240, 1128891692741072, 1128891732286160, 8192
1128891732403066, 1128891732405177, 1128891732597527, 1128891732644156, 1128891732754396, 1128891796368062, 8191
1128891796494764, 1128891796496598, 1128891796678281, 1128891796720132, 1128891796840668, 1128891868612557, 8192
1128891868718426, 1128891868720222, 1128891868819888, 1128891868865683, 1128891868958368, 1128891924508385, 8191
1128891924612032, 1128891924614402, 1128891924710272, 1128891924767697, 1128891924855177, 1128891980531267, 8192
1128891980639896, 1128891980642451, 1128891980765783, 1128891980823264, 1128891980924096, 1128892036489410, 8191
1128892036591409, 1128892036593834, 1128892036693259, 1128892036745981, 1128892036829239, 1128892096290342, 8192
1128892096397748, 1128892096399859, 1128892096569709, 1128892096610320, 1128892096713985, 1128892156253013, 8191
1128892156364900, 1128892156367030, 1128892156534658, 1128892156573213, 1128892156682304, 1128892204692092, 8192
1128892204787036, 1128892204789184, 1128892204897646, 1128892204937645, 1128892205033977, 1128892242253129, 8191
1128892242736808, 1128892242738883, 1128892242839807, 1128892242883622, 1128892242965861, 1128892284463242, 8192
1128892284565278, 1128892284567093, 1128892284642259, 1128892284697091, 1128892284783257, 1128892313427969, 8191
1128892313523653, 1128892313525616, 1128892313616930, 1128892313655651, 1128892313758817, 1128892334235214, 8192
1128892334329713, 1128892334331528, 1128892334415230, 1128892334460897, 1128892334550599, 1128892350453419, 8191
1128892350555436, 1128892350557732, 1128892350646268, 1128892350685286, 1128892350777508, 1128892362354043, 8192
1128892362454486, 1128892362456301, 1128892362550244, 1128892362588559, 1128892362684724, 1128892374223704, 8191
1128892374313444, 1128892374315203, 1128892374402739, 1128892374443813, 1128892374526201, 1128892385454429, 8192
1128892385532631, 1128892385534446, 1128892385603816, 1128892385644852, 1128892385723481, 1128892396910243, 8191
