Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1125421153189938, 1125421153190809, 1125421153291937, 1125421153309437, 1125421153363622, 1125421160329748, 8192
1125421160396710, 1125421160397303, 1125421160488765, 1125421160504376, 1125421160570208, 1125421167330522, 8191
1125421168439121, 1125421168440398, 1125421168517101, 1125421168532323, 1125421172543334, 1125421178951745, 16383
1125421179768013, 1125421179768772, 1125421179848975, 1125421179864345, 1125421179940567, 1125421183698803, 8192
1125421183760117, 1125421183760747, 1125421183811302, 1125421183824950, 1125421183877245, 1125421187261504, 8191
1125421188259789, 1125421188261178, 1125421188362695, 1125421188380066, 1125421188654822, 1125421194907956, 16383
1125421196088295, 1125421196089795, 1125421196173905, 1125421196189608, 1125421196270719, 1125421199398017, 8192
1125421204100594, 1125421204101650, 1125421204209982, 1125421204228019, 1125421204412369, 1125421212402058, 16383
1125421213858227, 1125421213859227, 1125421213940874, 1125421213957985, 1125421214140890, 1125421220372654, 16383
1125421221351551, 1125421221352291, 1125421221432698, 1125421221450235, 1125421221487901, 1125421224873771, 8192
1125421224925492, 1125421224926215, 1125421224989121, 1125421225004936, 1125421225040621, 1125421228549674, 8191
1125421228607674, 1125421228608229, 1125421228686117, 1125421228702562, 1125421228745265, 1125421232556982, 8192
1125421232597333, 1125421232597944, 1125421232671647, 1125421232687795, 1125421232730035, 1125421235902833, 8191
1125421244091039, 1125421244092242, 1125421244224222, 1125421244240092, 1125421244483053, 1125421252438261, 16383
1125421253899689, 1125421253900781, 1125421253980873, 1125421253996354, 1125421254168871, 1125421264155575, 16383
1125421268768505, 1125421268769672, 1125421268873189, 1125421268890855, 1125421269077316, 1125421275952369, 16383
1125421277377965, 1125421277379317, 1125421277467038, 1125421277481001, 1125421277524352, 1125421284148130, 8192
1125421284212018, 1125421284212852, 1125421284313128, 1125421284329239, 1125421284370479, 1125421287417705, 8191
1125421292064283, 1125421292065283, 1125421292173596, 1125421292190504, 1125421292368354, 1125421300353080, 16383
1125421301779601, 1125421301780304, 1125421301827656, 1125421301840933, 1125421301977228, 1125421307621776, 16383
1125421315537892, 1125421315538985, 1125421315638910, 1125421315656002, 1125421315835463, 1125421324370109, 16383
1125421325202136, 1125421325202914, 1125421325280950, 1125421325296117, 1125421325325543, 1125421332343464, 8192
1125421332449760, 1125421332451537, 1125421332627498, 1125421332673479, 1125421332764367, 1125421348955002, 8191
1125421349112982, 1125421349114926, 1125421349338905, 1125421349383275, 1125421349492274, 1125421364347923, 8192
1125421364456552, 1125421364458367, 1125421364635328, 1125421364680531, 1125421364775233, 1125421373946502, 8191
1125421374077574, 1125421374079630, 1125421374223721, 1125421374273498, 1125421374399700, 1125421387724626, 8192
1125421387842903, 1125421387844681, 1125421387923439, 1125421387968809, 1125421388134622, 1125421397626609, 8191
1125421400427337, 1125421400429281, 1125421400587928, 1125421400631205, 1125421401075626, 1125421425536484, 16383
1125421427879050, 1125421427881106, 1125421427963382, 1125421428030345, 1125421428121844, 1125421441393289, 8192
1125421443711430, 1125421443713318, 1125421443811484, 1125421443854243, 1125421444230276, 1125421465140469, 16383
1125421467609367, 1125421467611219, 1125421467739088, 1125421467780884, 1125421467873568, 1125421476784654, 8192
1125421477005763, 1125421477007744, 1125421477102503, 1125421477144391, 1125421477225890, 1125421485915108, 8191
1125421488123676, 1125421488126084, 1125421488266767, 1125421488309971, 1125421488402266, 1125421504636048, 8192
1125421508882742, 1125421508884797, 1125421509025962, 1125421509068906, 1125421509158720, 1125421517900401, 8191
1125421520190542, 1125421520192431, 1125421520293467, 1125421520335151, 1125421520741351, 1125421537567626, 16383
1125421539901397, 1125421539903360, 1125421539973396, 1125421540075136, 1125421540173246, 1125421548691910, 8192
1125421551252919, 1125421551254863, 1125421551374825, 1125421551415750, 1125421551751450, 1125421568473116, 16383
1125421570798331, 1125421570800201, 1125421570871330, 1125421570909348, 1125421570988533, 1125421579552085, 8192
1125421579758250, 1125421579760120, 1125421579846101, 1125421579886619, 1125421579962822, 1125421588588466, 8191
