Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
606242887313619, 606242887314619, 606242887430228, 606242887446969, 606242887500820, 606242898888871, 8192
606244253113513, 606244253114235, 606244253211289, 606244253231215, 606244253300992, 606244263261911, 8191
606245618443931, 606245618444616, 606245618548522, 606245618568967, 606245618619559, 606245628634237, 8192
606246983611092, 606246983611703, 606246983703850, 606246983723368, 606246983769775, 606246993748843, 8191
606248352026770, 606248352027492, 606248352123195, 606248352142713, 606248352192268, 606248362928474, 8192
606249713430605, 606249713431697, 606249713538363, 606249713558363, 606249713606584, 606249723931759, 8191
606251079447219, 606251079447959, 606251079546366, 606251079566106, 606251079613013, 606251089585154, 8192
606252444625842, 606252444626601, 606252444726285, 606252444746656, 606252444795099, 606252454765111, 8191
606253809272954, 606253809274268, 606253809376749, 606253809396730, 606253809444655, 606253819664479, 8192
606255175108921, 606255175109625, 606255175209531, 606255175229068, 606255175275827, 606255185183247, 8191
606256540464691, 606256540465543, 606256540564838, 606256540584726, 606256540632170, 606256550531275, 8192
606257905620944, 606257905621648, 606257905709369, 606257905728424, 606257905776905, 606257915759602, 8191
606259270262889, 606259270263500, 606259270365462, 606259270385498, 606259270429387, 606259280341936, 8192
606260636120300, 606260636121060, 606260636213855, 606260636233410, 606260636282817, 606260646189941, 8191
606262001564217, 606262001565013, 606262001665660, 606262001686141, 606262001730641, 606262011661931, 8192
606263366609583, 606263366610305, 606263366699396, 606263366718618, 606263366762951, 606263376685445, 8191
606264731967537, 606264731968278, 606264732080091, 606264732100258, 606264732149442, 606264742636318, 8192
606266097119365, 606266097119957, 606266097211937, 606266097231011, 606266097277622, 606266107185912, 8191
606267462455949, 606267462456690, 606267462540578, 606267462560003, 606267462605540, 606267472513015, 8192
606268827624128, 606268827624869, 606268827703571, 606268827723108, 606268827767848, 606268837681416, 8191
606270192952157, 606270192952879, 606270193048044, 606270193067489, 606270193121673, 606270203032297, 8192
606271557440177, 606271557440825, 606271557545194, 606271557564879, 606271557615805, 606271567521373, 8191
606272923448957, 606272923449698, 606272923547826, 606272923568307, 606272923616399, 606272933522986, 8192
606274288629728, 606274288630469, 606274288731449, 606274288751856, 606274288798893, 606274298705498, 8191
606275653261488, 606275653262654, 606275653368412, 606275653388579, 606275653434041, 606275663342831, 8192
606277019115862, 606277019116603, 606277019207805, 606277019226805, 606277019272564, 606277029182076, 8191
606278384468242, 606278384469001, 606278384566074, 606278384585741, 606278384628259, 606278394541956, 8192
606279749638551, 606279749639273, 606279749742049, 606279749761512, 606279749803493, 606279760147204, 8191
606281114324476, 606281114325253, 606281114441400, 606281114461530, 606281114505103, 606281124454652, 8192
606282480135536, 606282480136110, 606282480219516, 606282480239553, 606282480279478, 606282490192972, 8191
606283845459231, 606283845459935, 606283845542878, 606283845562933, 606283845605451, 606283855515964, 8192
606285210609891, 606285210610613, 606285210704186, 606285210723945, 606285210767426, 606285220685309, 8191
606286575964123, 606286575964901, 606286576069548, 606286576090603, 606286576133455, 606286586045893, 8192
606287941122043, 606287941122765, 606287941211653, 606287941231523, 606287941273948, 606287951185220, 8191
606289306451053, 606289306451793, 606289306549163, 606289306569218, 606289306612495, 606289316528230, 8192
606290671611953, 606290671612657, 606290671709489, 606290671728545, 606290671769785, 606290681685982, 8191
606292036956296, 606292036956908, 606292037041925, 606292037061277, 606292037105128, 606292047016789, 8192
606293401433039, 606293401433631, 606293401529241, 606293401549463, 606293401593166, 606293411520364, 8191
606294767458300, 606294767459096, 606294767570372, 606294767590057, 606294767635001, 606294777559402, 8192
606296132634996, 606296132635719, 606296132733217, 606296132753310, 606296132796791, 606296142698211, 8191
606297497265903, 606297497267014, 606297497372846, 606297497392476, 606297497433735, 606297507354006, 8192
606298863124870, 606298863125592, 606298863225295, 606298863245257, 606298863283553, 606298873206862, 8191
606300228460694, 606300228461268, 606300228562397, 606300228582322, 606300228626340, 606300238521409, 8192
606301593638613, 606301593639335, 606301593742871, 606301593762056, 606301593805333, 606301604161304, 8191
606302958262613, 606302958263242, 606302958359019, 606302958378352, 606302958421907, 606302968341475, 8192
606304324131338, 606304324132042, 606304324231004, 606304324252022, 606304324293040, 606304334191664, 8191
606305689448292, 606305689449033, 606305689549310, 606305689569680, 606305689610754, 606305699525451, 8192
606307054623711, 606307054624285, 606307054709470, 606307054729117, 606307054770432, 606307064692907, 8191
606308419951684, 606308419952425, 606308420068479, 606308420088867, 606308420128385, 606308430043287, 8192
606309785127417, 606309785128140, 606309785230453, 606309785250805, 606309785289490, 606309795268501, 8191
606311151854373, 606311151856336, 606311152072593, 606311152133000, 606311152225369, 606311181821686, 8192
606312515002316, 606312515004242, 606312515179907, 606312515238462, 606312515331923, 606312544904333, 8191
606313880948578, 606313880949300, 606313881050465, 606313881070539, 606313881109983, 606313891025866, 8192
606315246113182, 606315246113904, 606315246213125, 606315246233310, 606315246275920, 606315256344301, 8191
606316611467524, 606316611468357, 606316611570523, 606316611590708, 606316611634096, 606316621883419, 8192
606317976616350, 606317976617110, 606317976705146, 606317976724460, 606317976765367, 606317986679139, 8191
606319341278479, 606319341279442, 606319341407033, 606319341427421, 606319341476143, 606319351422674, 8192
606320707111704, 606320707112445, 606320707215148, 606320707234610, 606320707275962, 606320717197493, 8191
606322072460639, 606322072461232, 606322072561842, 606322072581934, 606322072622119, 606322082547650, 8192
606323437614021, 606323437614743, 606323437713705, 606323437733298, 606323437777001, 606323447696069, 8191
606324802261390, 606324802262038, 606324802371111, 606324802390870, 606324802430777, 606324812370475, 8192
606326168134152, 606326168134875, 606326168225133, 606326168244873, 606326168285410, 606326178202404, 8191
606327533449495, 606327533450236, 606327533551975, 606327533571623, 606327533613234, 606327543531913, 8192
606328898613932, 606328898614673, 606328898716709, 606328898736079, 606328898776375, 606328908705387, 8191
606330263262264, 606330263263394, 606330263368374, 606330263388337, 606330263430670, 606330273353923, 8192
606331629136267, 606331629137008, 606331629237673, 606331629256617, 606331629298376, 606331639224759, 8191
606332994448628, 606332994449369, 606332994524590, 606332994543312, 606332994587719, 606333004509176, 8192
606334359609010, 606334359609713, 606334359708842, 606334359728360, 606334359773693, 606334369677039, 8191
606335724939389, 606335724940130, 606335725042628, 606335725062221, 606335725108183, 606335735016029, 8192
606337090108752, 606337090109492, 606337090209695, 606337090229528, 606337090273953, 606337100191762, 8191
606338455456409, 606338455457149, 606338455554963, 606338455573667, 606338455617536, 606338465778990, 8192
606339819927094, 606339819928206, 606339820052389, 606339820073241, 606339820117833, 606339830030808, 8191
606341185949391, 606341185949984, 606341186048242, 606341186068038, 606341186111001, 606341196030920, 8192
606342551120328, 606342551120921, 606342551222308, 606342551241160, 606342551284326, 606342561202561, 8191
606343916470022, 606343916470763, 606343916565169, 606343916584761, 606343916626779, 606343926525218, 8192
606345281624422, 606345281624996, 606345281722402, 606345281741198, 606345281786772, 606345291704506, 8191
606346646268939, 606346646270180, 606346646375641, 606346646395789, 606346646440752, 606346656357449, 8192
606348012132367, 606348012132960, 606348012230199, 606348012250033, 606348012294495, 606348022198656, 8191
606349377449228, 606349377449821, 606349377549468, 606349377569393, 606349377608689, 606349387515257, 8192
606350742610480, 606350742611202, 606350742713145, 606350742732367, 606350742775126, 606350752690342, 8191
606352107945451, 606352107946173, 606352108065376, 606352108086061, 606352108126301, 606352118052184, 8192
606353473119425, 606353473120128, 606353473215331, 606353473236053, 606353473276515, 606353483184806, 8191
606354838442137, 606354838442841, 606354838539043, 606354838558839, 606354838600469, 606354848517314, 8192
606356203612648, 606356203613351, 606356203704758, 606356203724443, 606356203766664, 606356213683288, 8191
606357568952101, 606357568952841, 606357569048822, 606357569068470, 606357569107506, 606357579024852, 8192
606358933432879, 606358933434212, 606358933539896, 606358933560303, 606358933598747, 606358943506241, 8191
606360299450138, 606360299450860, 606360299552989, 606360299572989, 606360299615562, 606360309611333, 8192
606361664639371, 606361664640130, 606361664732833, 606361664752443, 606361664793887, 606361674701585, 8191
