Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
19497407458740, 19497407460055, 19497407588424, 19497407609165, 19497407673164, 19497599543431, 8192
19497599937556, 19497599939667, 19497600055222, 19497600110925, 19497600251405, 19497832439746, 8191
19497832769131, 19497832771168, 19497832838760, 19497832889537, 19497832980314, 19498070530268, 8192
19498070860190, 19498070862042, 19498070940375, 19498070990411, 19498071086355, 19498304499961, 8191
19498304792661, 19498304795421, 19498304866327, 19498304918179, 19498305030678, 19498679368824, 8192
19498684157183, 19498684161127, 19498684342422, 19498684396662, 19498684492198, 19498917800805, 8191
19498918227745, 19498918229542, 19498918308152, 19498918359114, 19498918473946, 19499154521267, 8192
19499154927466, 19499154929559, 19499155006373, 19499155057595, 19499155145927, 19499388157760, 8191
19499388507015, 19499388508904, 19499388575366, 19499388625477, 19499388715458, 19499619959067, 8192
19499620658986, 19499620660893, 19499620754615, 19499620807003, 19499620901021, 19499852088631, 8191
19499852293129, 19499852295481, 19499852364943, 19499852414720, 19499852501497, 19500085323072, 8192
19500085517848, 19500085520070, 19500085580106, 19500085630587, 19500085716975, 19500322108533, 8191
19500322287883, 19500322290050, 19500322360938, 19500322412585, 19500322491677, 19500553771361, 8192
19500553963840, 19500553966192, 19500554037284, 19500554091376, 19500554184190, 19500753818637, 8191
19500753913710, 19500753914525, 19500753938562, 19500753955765, 19500753993450, 19500831005617, 8192
19500831101134, 19500831101949, 19500831123523, 19500831140615, 19500831178134, 19500908133097, 8191
19500908222226, 19500908223078, 19500908246263, 19500908264003, 19500908297799, 19500985313262, 8192
19500985381595, 19500985382391, 19500985400762, 19500985418687, 19500985458057, 19501062841868, 8191
19501062931719, 19501062932553, 19501062951201, 19501062968664, 19501063004774, 19501139913535, 8192
19501139975608, 19501139976479, 19501139991867, 19501140014145, 19501140043496, 19501224856381, 8191
19501224943213, 19501224944028, 19501224959565, 19501224974805, 19501225006231, 19501302008287, 8192
19501302089434, 19501302090212, 19501302109341, 19501302126749, 19501302164785, 19501382871526, 8191
19501382960507, 19501382961321, 19501382980562, 19501382998191, 19501383036210, 19501462830182, 8192
19501462940143, 19501462940866, 19501462961958, 19501462978828, 19501463036439, 19501540226456, 8191
19501540320288, 19501540321121, 19501540340399, 19501540357954, 19501540397547, 19501617390658, 8192
19501617481509, 19501617482342, 19501617500972, 19501617522064, 19501617562249, 19501694535398, 8191
19501694625304, 19501694626119, 19501694645508, 19501694661600, 19501694702544, 19501771686804, 8192
19501771777840, 19501771778710, 19501771797692, 19501771814525, 19501771854098, 19501848844488, 8191
19501848938061, 19501848938894, 19501848955746, 19501848971690, 19501849011819, 19501926113559, 8192
19501926203669, 19501926204484, 19501926224317, 19501926241743, 19501926284798, 19502003300150, 8191
