Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1129313753851491, 1129313753852843, 1129313753985620, 1129313754009675, 1129313754086026, 1129313768489214, 8192
1129313768579602, 1129313768580584, 1129313768725212, 1129313768750971, 1129313768833933, 1129313780661854, 8191
1129313780873463, 1129313780874926, 1129313781030368, 1129313781045961, 1129313781136386, 1129313786903376, 8192
1129313786963727, 1129313786964505, 1129313787023485, 1129313787038170, 1129313787085966, 1129313792481516, 8191
1129313792547182, 1129313792547812, 1129313792596052, 1129313792610126, 1129313792662273, 1129313800311186, 8192
1129313800377315, 1129313800378075, 1129313800452518, 1129313800468351, 1129313800511147, 1129313808264596, 8191
1129313808331021, 1129313808331651, 1129313808422224, 1129313808438391, 1129313808490446, 1129313813725238, 8192
1129313813788793, 1129313813789626, 1129313813852218, 1129313813867551, 1129313813915125, 1129313820304811, 8191
1129313820391144, 1129313820391736, 1129313820544049, 1129313820560901, 1129313820625956, 1129313826658869, 8192
1129313826732609, 1129313826733313, 1129313826825386, 1129313826845404, 1129313826903959, 1129313831928328, 8191
1129313832441470, 1129313832442192, 1129313832582505, 1129313832601690, 1129313832653023, 1129313844495426, 8192
1129313844554907, 1129313844555925, 1129313844614073, 1129313844629610, 1129313844682331, 1129313857040858, 8191
1129313857249503, 1129313857251874, 1129313857413002, 1129313857434335, 1129313857514834, 1129313867032985, 8192
1129313867091836, 1129313867092429, 1129313867150910, 1129313867166298, 1129313867227631, 1129313876575617, 8191
1129313876633524, 1129313876634135, 1129313876682616, 1129313876697635, 1129313876741801, 1129313886095472, 8192
1129313886211156, 1129313886212156, 1129313886384339, 1129313886405506, 1129313886491820, 1129313896667149, 8191
1129313896724055, 1129313896724759, 1129313896763796, 1129313896777592, 1129313896820147, 1129313909163951, 8192
1129313909225562, 1129313909226562, 1129313909290117, 1129313909305339, 1129313909353820, 1129313918460031, 8191
1129313918510345, 1129313918511197, 1129313918553956, 1129313918567215, 1129313918611807, 1129313923553418, 8192
1129313923596917, 1129313923597491, 1129313923632602, 1129313923645768, 1129313923690361, 1129313932417280, 8191
1129313932470150, 1129313932470724, 1129313932524520, 1129313932539945, 1129313932590982, 1129313937714016, 8192
1129313937764460, 1129313937765034, 1129313937820682, 1129313937834626, 1129313937878348, 1129313943021697, 8191
1129313943079085, 1129313943079881, 1129313943143232, 1129313943157251, 1129313943208417, 1129313948260730, 8192
1129313948316840, 1129313948317563, 1129313948373043, 1129313948386617, 1129313948433117, 1129313953460449, 8191
1129313953520300, 1129313953521096, 1129313953577873, 1129313953591614, 1129313953634132, 1129313958672093, 8192
1129313958729093, 1129313958729667, 1129313958782574, 1129313958796999, 1129313958843277, 1129313964039384, 8191
1129313964090661, 1129313964091273, 1129313964153124, 1129313964167605, 1129313964216975, 1129313969519915, 8192
1129313969582969, 1129313969583895, 1129313969646487, 1129313969661709, 1129313969706264, 1129313974767800, 8191
1129313974822984, 1129313974823577, 1129313974884354, 1129313974899039, 1129313974945057, 1129313979313118, 8192
1129313980741417, 1129313980742602, 1129313980838194, 1129313980853527, 1129313980884230, 1129313985896247, 8192
1129313985949747, 1129313985950339, 1129313986017024, 1129313986031468, 1129313986068931, 1129313991128114, 8191
1129313991183187, 1129313991183780, 1129313991240224, 1129313991253668, 1129313991289242, 1129313996378702, 8192
1129313996431257, 1129313996431850, 1129313996484961, 1129313996498831, 1129313996537645, 1129314001600754, 8191
1129314001654143, 1129314001654939, 1129314001712679, 1129314001725586, 1129314001762623, 1129314006979841, 8192
