Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
610782914464044, 610782914466229, 610782914908039, 610782915062907, 610782915654123, 610782945714764, 8192
610783320612374, 610783320614800, 610783320805150, 610783320864538, 610783320991296, 610783364512414, 8191
610783729717004, 610783729719282, 610783729908058, 610783729965520, 610783730113666, 610783796582988, 8192
610784140221544, 610784140223785, 610784140406505, 610784140463338, 610784140569263, 610784168752573, 8191
610784552302419, 610784552304863, 610784552506768, 610784552555601, 610784552681266, 610784590945130, 8192
610784959344387, 610784959346535, 610784959500848, 610784959546662, 610784959650143, 610784976419453, 8191
610785369217194, 610785369219545, 610785369388247, 610785369438358, 610785369557671, 610785392436357, 8192
610785777565110, 610785777567851, 610785777754089, 610785777802255, 610785777906569, 610785795038042, 8191
610786187121087, 610786187121772, 610786187187475, 610786187202382, 610786187256030, 610786191146671, 8192
610786596849525, 610786596850321, 610786596938227, 610786596954357, 610786597001264, 610786601157568, 8191
610787006250336, 610787006251077, 610787006350261, 610787006366724, 610787006424260, 610787010206606, 8192
610787415819980, 610787415820646, 610787415916108, 610787415933034, 610787415981645, 610787424963487, 8191
610787825416030, 610787825416660, 610787825515603, 610787825532547, 610787825585473, 610787829826110, 8192
610788234942137, 610788234942859, 610788235021895, 610788235038284, 610788235089709, 610788239090127, 8191
610788645232605, 610788645233420, 610788645317956, 610788645334141, 610788645396585, 610788649209764, 8192
610789054115497, 610789054117738, 610789054313939, 610789054358494, 610789054476697, 610789071001639, 8191
610789464701943, 610789464704166, 610789464888015, 610789464937182, 610789465066180, 610789482523446, 8192
610789873315449, 610789873317597, 610789873499188, 610789873547762, 610789873668038, 610789886641410, 8191
610790282936333, 610790282938722, 610790283117923, 610790283166626, 610790283270440, 610790299730254, 8192
610790692457125, 610790692459532, 610790692592716, 610790692637400, 610790692751714, 610790705576291, 8191
610791102037916, 610791102040527, 610791102184877, 610791102228840, 610791102340005, 610791115055120, 8192
610791511589059, 610791511591337, 610791511738891, 610791511786427, 610791511891556, 610791524626986, 8191
610791922156321, 610791922158617, 610791922326152, 610791922371726, 610791922492002, 610791938960038, 8192
610792330699846, 610792330700568, 610792330786641, 610792330803882, 610792330860733, 610792334666060, 8191
610792740286803, 610792740287526, 610792740363840, 610792740380432, 610792740440635, 610792744827919, 8192
610793149830725, 610793149831576, 610793149901983, 610793149917853, 610793149967816, 610793153788309, 8191
610793559409997, 610793559410738, 610793559488570, 610793559504255, 610793559562199, 610793563360082, 8192
610793969065065, 610793969067213, 610793969243063, 610793969290044, 610793969409432, 610793980532306, 8191
610794380831628, 610794380833480, 610794380976848, 610794381023052, 610794381142439, 610794392156907, 8192
610794788234018, 610794788235999, 610794788414182, 610794788461460, 610794788570921, 610794814976641, 8191
610795199868434, 610795199870600, 610795200048117, 610795200099524, 610795200216911, 610795211344674, 8192
610795607421988, 610795607423988, 610795607563968, 610795607608986, 610795607724522, 610795618912951, 8191
610796018994794, 610796018996905, 610796019155607, 610796019201051, 610796019318142, 610796030387202, 8192
610796426568793, 610796426570645, 610796426706606, 610796426752717, 610796426866808, 610796437903257, 8191
