Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
56383401852625, 56383401853422, 56383401956754, 56383401972605, 56383402027957, 56383488399892, 8192
56383488592926, 56383488594167, 56383488623907, 56383488641389, 56383488700203, 56383584351468, 8191
56383584607446, 56383584608168, 56383584641501, 56383584662612, 56383584738741, 56383640138576, 8192
56383640302741, 56383640303444, 56383640328944, 56383640344536, 56383640387054, 56383684722137, 8191
56383684872247, 56383684873099, 56383684897672, 56383684911246, 56383684957357, 56383723355235, 8192
56383723467382, 56383723468215, 56383723488622, 56383723502122, 56383723553122, 56383764376489, 8191
56383764635171, 56383764635856, 56383764670411, 56383764686263, 56383764762706, 56383848431804, 8192
56383848536692, 56383848537395, 56383848557173, 56383848569487, 56383848684449, 56383916314097, 8191
56383916413243, 56383916413984, 56383916433780, 56383916448058, 56383916493280, 56383984677568, 8192
56383984789011, 56383984789863, 56383984810456, 56383984825011, 56383984886436, 56384032349258, 8191
56384032457609, 56384032458479, 56384032476775, 56384032490701, 56384032542274, 56384075856314, 8192
56384075965850, 56384075966591, 56384075989368, 56384076018035, 56384076063701, 56384124151441, 8191
56384124305532, 56384124306384, 56384124324383, 56384124342976, 56384124398383, 56384200140504, 8192
56384200307595, 56384200308447, 56384200342094, 56384200356446, 56384200452056, 56384273946798, 8191
56384274152980, 56384274153684, 56384274180610, 56384274193239, 56384274479106, 56384335734073, 8192
56384335837498, 56384335838220, 56384335857423, 56384335875238, 56384335924071, 56384373175722, 8191
56384373286091, 56384373286888, 56384373303943, 56384373320721, 56384373373961, 56384415035280, 8192
56384415147779, 56384415148575, 56384415168760, 56384415190649, 56384415245852, 56384480345642, 8191
56384480473455, 56384480474233, 56384480492658, 56384480510547, 56384480568861, 56384551294508, 8192
56384551413247, 56384551413951, 56384551431765, 56384551447450, 56384551500746, 56384600298366, 8191
56384600403476, 56384600404272, 56384600422180, 56384600439365, 56384600488753, 56384642316644, 8192
56384642418551, 56384642419365, 56384642436754, 56384642453976, 56384642508624, 56384684234220, 8191
56384684338163, 56384684338960, 56384684359867, 56384684378089, 56384684427255, 56384714237924, 8192
56384714328719, 56384714329571, 56384714349775, 56384714367108, 56384714419126, 56384744318368, 8191
56384744407608, 56384744408441, 56384744427311, 56384744439737, 56384744495033, 56384774259777, 8192
56384774343757, 56384774344665, 56384774366183, 56384774387405, 56384774446423, 56384806276901, 8191
56384806381084, 56384806381918, 56384806399751, 56384806416658, 56384806465898, 56384836512009, 8192
56384836607989, 56384836608693, 56384836630378, 56384836647452, 56384836696822, 56384866431029, 8191
56384866516195, 56384866517454, 56384866537732, 56384866554639, 56384866599601, 56384896595916, 8192
56384896694415, 56384896695063, 56384896717063, 56384896736841, 56384896790470, 56384927554183, 8191
56384927668200, 56384927669089, 56384927689737, 56384927702588, 56384927764773, 56384957761459, 8192
56384957852106, 56384957853161, 56384957872198, 56384957889216, 56384957934382, 56384988333322, 8191
56384988428506, 56384988429340, 56384988448969, 56384988466117, 56384988510876, 56385019084999, 8192
56385019177553, 56385019178257, 56385019197182, 56385019216367, 56385019274015, 56385051466303, 8191
56385051573135, 56385051573857, 56385051594394, 56385051612894, 56385051740985, 56385082303052, 8192
56385082406940, 56385082407625, 56385082426032, 56385082443625, 56385082495198, 56385113147376, 8191
56385113238430, 56385113239115, 56385113256541, 56385113273763, 56385113316522, 56385143278467, 8192
56385143361577, 56385143362392, 56385143379540, 56385143392151, 56385143453743, 56385174143309, 8191
56385174254400, 56385174255400, 56385174277029, 56385174294992, 56385174340177, 56385204129087, 8192
56385204220734, 56385204221494, 56385204239179, 56385204256308, 56385204302530, 56385234171421, 8191
56385234540323, 56385234541027, 56385234560305, 56385234577842, 56385234628526, 56385264721007, 8192
56385264801635, 56385264802432, 56385264821432, 56385264834357, 56385264890486, 56385295867456, 8191
56385295968029, 56385295968862, 56385295988381, 56385296011806, 56385296065139, 56385326128009, 8192
56385326216378, 56385326217193, 56385326237748, 56385326255007, 56385326303766, 56385356248360, 8191
56385356328525, 56385356329322, 56385356346581, 56385356359192, 56385356400376, 56385407198972, 8192
56385407308323, 56385407309026, 56385407327915, 56385407340730, 56385407402581, 56385439882995, 8191
56385439986142, 56385439986864, 56385440044308, 56385440059697, 56385440105270, 56385477837064, 8192
56385477933563, 56385477934396, 56385477955322, 56385477967951, 56385478013988, 56385508084858, 8191
56385508182394, 56385508183079, 56385508203393, 56385508221615, 56385508270874, 56385551011014, 8192
56385551207715, 56385551209826, 56385551261640, 56385551300103, 56385551408157, 56385642783623, 8191
56385642984102, 56385642986398, 56385643045860, 56385643084360, 56385643183211, 56385738634515, 8192
56385738830865, 56385738832957, 56385738888975, 56385738938215, 56385739034473, 56385828945031, 8191
56385829123973, 56385829126103, 56385829174102, 56385829210602, 56385829307101, 56385918900274, 8192
56385919077660, 56385919079938, 56385919129327, 56385919182530, 56385919283917, 56386012244845, 8191
56386012444565, 56386012446917, 56386012497249, 56386012533916, 56386012628600, 56386102554546, 8192
56386102747951, 56386102750211, 56386102809580, 56386102848413, 56386102947560, 56386194855797, 8191
56386195082072, 56386195084146, 56386195144386, 56386195181330, 56386195277829, 56386286352354, 8192
56386286551259, 56386286553555, 56386286613110, 56386286651610, 56386286757423, 56386381192203, 8191
56386381391497, 56386381394071, 56386381451737, 56386381489811, 56386381589106, 56386471319425, 8192
56386471496812, 56386471498867, 56386471549904, 56386471598996, 56386471695698, 56386559927055, 8191
56386562218082, 56386562220341, 56386562282729, 56386562330136, 56386563538418, 56386755946619, 16383
56386761976008, 56386761978119, 56386762235319, 56386762280226, 56386762477502, 56386869920955, 8192
56386870141415, 56386870143674, 56386870196433, 56386870245080, 56386870335098, 56386974208983, 8191
56386974423573, 56386974425610, 56386974530239, 56386974582886, 56386974664959, 56387080715855, 8192
56387086121641, 56387086124178, 56387086358767, 56387086410063, 56387087427699, 56387431148960, 16383
56387435453018, 56387435455018, 56387435629831, 56387435685997, 56387436063900, 56387644489126, 16383
56387649753968, 56387649755987, 56387649933800, 56387649992373, 56387650084816, 56387748352179, 8192
56387750622558, 56387750624669, 56387750695909, 56387750747056, 56387751061590, 56387930924835, 16383
56387933293583, 56387933295565, 56387933379860, 56387933433656, 56387933517303, 56388021965638, 8192
56388022188635, 56388022190932, 56388022256042, 56388022311078, 56388022409355, 56388112844666, 8191
56388115121823, 56388115124119, 56388115187748, 56388115235488, 56388115581188, 56388296703213, 16383
56388300047209, 56388300049320, 56388300113820, 56388300162652, 56388300240799, 56388390442335, 8192
56388395877528, 56388395880046, 56388396106080, 56388396156043, 56388396268282, 56388507945720, 8191
56388510756944, 56388510759204, 56388510856165, 56388510909665, 56388511588860, 56388696729374, 16383
56388700047610, 56388700049777, 56388700111832, 56388700159628, 56388700240015, 56388791677944, 8192
56388793970008, 56388793972230, 56388794092469, 56388794148635, 56388794532001, 56388886623310, 16383
56388887452800, 56388887453522, 56388887474596, 56388887491781, 56388887522410, 56388916880437, 8192
56388917665427, 56388917666501, 56388917686742, 56388917702593, 56388917828277, 56388976392351, 16383
56388977853629, 56388977854555, 56388978031535, 56388978048997, 56388978699397, 56389037766705, 16383
56389039218336, 56389039219188, 56389039240743, 56389039257354, 56389039383852, 56389097843335, 16383
56389099115097, 56389099115838, 56389099228448, 56389099245818, 56389099301613, 56389131755380, 8192
56389132807885, 56389132808700, 56389132833607, 56389132851070, 56389132980217, 56389191460996, 16383
56389192918441, 56389192919237, 56389192950199, 56389192967903, 56389193089105, 56389251655790, 16383
56389252488947, 56389252489558, 56389252513928, 56389252529705, 56389252564872, 56389281990435, 8192
56389282771296, 56389282772221, 56389282793443, 56389282811036, 56389282934886, 56389341480516, 16383
56389342944905, 56389342946702, 56389343124866, 56389343142273, 56389343812487, 56389404578664, 16383
56389406019850, 56389406020554, 56389406045387, 56389406062090, 56389406180959, 56389464771014, 16383
56389465612485, 56389465613078, 56389465675392, 56389465689336, 56389465729910, 56389496336551, 8192
56389497135375, 56389497136060, 56389497160356, 56389497178115, 56389497302891, 56389556021926, 16383
56389557468705, 56389557469408, 56389557493038, 56389557509538, 56389557634351, 56389617383096, 16383
56389618199993, 56389618200585, 56389618220548, 56389618236159, 56389618265696, 56389647843942, 8192
56389648815412, 56389648816097, 56389648839189, 56389648857300, 56389648985706, 56389710358227, 16383
56389711835301, 56389711836264, 56389712082576, 56389712107816, 56389712292999, 56389774168051, 16383
56389775624607, 56389775625404, 56389775647829, 56389775665329, 56389775788328, 56389834406179, 16383
56389835913216, 56389835915253, 56389836089584, 56389836116287, 56389836317340, 56389895633757, 16383
56389896470191, 56389896470932, 56389896497135, 56389896514376, 56389896542727, 56389926063308, 8192
56389926855669, 56389926856354, 56389926879353, 56389926896390, 56389927025000, 56389987741751, 16383
