Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
613230996443342, 613230996444138, 613230996557359, 613230996572766, 613230996630784, 613231003675227, 8192
613231814641108, 613231814641849, 613231814729144, 613231814748422, 613231814825828, 613231820130938, 8191
613232633798345, 613232633799271, 613232633898437, 613232633918214, 613232633967047, 613232639331638, 8192
613233453004638, 613233453005323, 613233453101359, 613233453120896, 613233453167191, 613233458461301, 8192
613234272114764, 613234272115672, 613234272232059, 613234272251411, 613234272298021, 613234281980307, 8191
613235091341982, 613235091343982, 613235091530480, 613235091588553, 613235091690108, 613235107339589, 8192
613235910452868, 613235910454831, 613235910611070, 613235910670050, 613235910767938, 613235926533733, 8191
613236729652011, 613236729654030, 613236729820195, 613236729877176, 613236729975230, 613236745707895, 8192
613237548774860, 613237548776841, 613237548946636, 613237549005283, 613237549102541, 613237564673171, 8191
613238367876245, 613238367876930, 613238367966615, 613238367985929, 613238368057373, 613238373313243, 8192
613239186965538, 613239186966223, 613239187053963, 613239187073407, 613239187123537, 613239192819809, 8191
613240006178830, 613240006179552, 613240006289384, 613240006308495, 613240006366439, 613240011618457, 8192
613240825376158, 613240825376899, 613240825472102, 613240825491602, 613240825543231, 613240830799304, 8192
613241644470729, 613241644471451, 613241644561950, 613241644581357, 613241644627635, 613241649884949, 8191
613242463674261, 613242463675020, 613242464524104, 613242464552659, 613242464603121, 613242470079507, 8192
613243282776794, 613243282777461, 613243282850571, 613243282870515, 613243282919107, 613243288840637, 8191
613244101976530, 613244101977178, 613244102058677, 613244102077529, 613244102122676, 613244107377713, 8192
613244921075767, 613244921076507, 613244921159673, 613244921178914, 613244921228265, 613244926475357, 8191
613245740267206, 613245740267947, 613245740349372, 613245740368483, 613245740414704, 613245745648296, 8192
613246559372794, 613246559373535, 613246559450942, 613246559470404, 613246559514700, 613246564818884, 8191
613247378567844, 613247378568567, 613247378642807, 613247378661436, 613247378712510, 613247383929120, 8192
613248197673710, 613248197674433, 613248197761135, 613248197780320, 613248197829449, 613248203085764, 8191
613249016870612, 613249016871353, 613249016957167, 613249016976815, 613249017025222, 613249022264758, 8192
613249835973034, 613249835973626, 613249836071477, 613249836091144, 613249836138310, 613249841377346, 8191
613250655170065, 613250655170806, 613250655263212, 613250655282231, 613250655330397, 613250660816690, 8192
613251474278208, 613251474278875, 613251474344541, 613251474363856, 613251474406411, 613251479628522, 8191
613252293479314, 613252293480017, 613252293548813, 613252293568590, 613252293612627, 613252298868756, 8192
613253112569383, 613253112570105, 613253112663993, 613253112683363, 613253112724270, 613253117977270, 8191
613253931779562, 613253931780155, 613253931865820, 613253931885135, 613253931928153, 613253937247392, 8192
613254750957297, 613254750959186, 613254751139591, 613254751200091, 613254751297256, 613254771177006, 8191
613255570140680, 613255570142569, 613255570309993, 613255570370418, 613255570465250, 613255585939714, 8192
613256389254730, 613256389256656, 613256389418543, 613256389475857, 613256389565430, 613256405043598, 8191
613257208497131, 613257208499075, 613257208660536, 613257208718313, 613257208811923, 613257224294610, 8192
613258027479108, 613258027479700, 613258027574885, 613258027594625, 613258027638328, 613258032893013, 8191
613258846675620, 613258846676342, 613258846768045, 613258846787619, 613258846831915, 613258852830739, 8192
613259665769614, 613259665770318, 613259665868243, 613259665888169, 613259665932613, 613259671164631, 8191
613260484966645, 613260484967367, 613260485053496, 613260485073366, 613260485119328, 613260490373383, 8192
613261304073880, 613261304074454, 613261304156175, 613261304176397, 613261304224397, 613261309499785, 8191
613262123272428, 613262123273114, 613262123370539, 613262123391149, 613262123436723, 613262128816943, 8192
613262942382089, 613262942382997, 613262942466847, 613262942487014, 613262942530310, 613262947754754, 8191
613263761567008, 613263761567693, 613263761657007, 613263761676489, 613263761721599, 613263766963913, 8192
613264580669873, 613264580670465, 613264580759890, 613264580779316, 613264580822334, 613264586065000, 8191
613265399860291, 613265399860995, 613265399938328, 613265399957272, 613265400029530, 613265405265826, 8192
613266218968767, 613266218969359, 613266219056136, 613266219075506, 613266219116820, 613266224823389, 8191
613267038172092, 613267038172815, 613267038260795, 613267038279684, 613267038325776, 613267043542128, 8192
613267857374659, 613267857375400, 613267857464325, 613267857483528, 613267857526917, 613267863265781, 8192
613268676462245, 613268676462949, 613268676560318, 613268676579781, 613268676624577, 613268681870650, 8191
613269495684867, 613269495685460, 613269495786514, 613269495806421, 613269495852643, 613269501136420, 8192
613270315493723, 613270315494445, 613270315580426, 613270315599667, 613270315645962, 613270320876425, 8191
613271133973427, 613271133974131, 613271134045908, 613271134065093, 613271134107351, 613271139330703, 8192
613271953080346, 613271953081068, 613271953171956, 613271953191197, 613271953235715, 613271958497195, 8191
613272772979127, 613272772979849, 613272773074533, 613272773094403, 613272773132792, 613272778354921, 8192
