Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
2171372517139764, 2171372517140357, 2171372517274152, 2171372517296151, 2171372517372150, 2171372673691430, 8192
2171372674043351, 2171372674045629, 2171372674121850, 2171372674177720, 2171372674325718, 2171372908938191, 8191
2171372909136744, 2171372909138910, 2171372909201039, 2171372909254686, 2171372909397888, 2171373147947846, 8192
2171373148156121, 2171373148158565, 2171373148234360, 2171373148288267, 2171373148389895, 2171373386048994, 8191
2171373386330972, 2171373386333694, 2171373386395323, 2171373386448063, 2171373386575728, 2171373652421561, 8192
2171373652712613, 2171373652715039, 2171373652774131, 2171373652814167, 2171373652946258, 2171373933316008, 8191
2171373933532524, 2171373933534857, 2171373933585523, 2171373933636800, 2171373933775928, 2171374170113618, 8192
2171374170318542, 2171374170320782, 2171374170383022, 2171374170436022, 2171374170527613, 2171374407068560, 8191
2171374407271576, 2171374407273650, 2171374407333742, 2171374407386741, 2171374407483795, 2171374638908682, 8192
2171374639092827, 2171374639095161, 2171374639158252, 2171374639213437, 2171374639305787, 2171374870763988, 8191
2171374870965356, 2171374870967615, 2171374871030595, 2171374871083502, 2171374871179742, 2171375102861143, 8192
2171375103072196, 2171375103074362, 2171375103140676, 2171375103193768, 2171375103287471, 2171375341979260, 8191
2171375342218423, 2171375342220553, 2171375342283570, 2171375342338181, 2171375342443513, 2171375575136030, 8192
2171375581858144, 2171375581860181, 2171375582055178, 2171375582114529, 2171375582218713, 2171375816807316, 8191
2171375836462294, 2171375836464275, 2171375836651866, 2171375836711031, 2171375836813919, 2171375934876330, 8192
2171376090771041, 2171376090772244, 2171376090884132, 2171376090904687, 2171376090947724, 2171376168907977, 8191
2171376346735617, 2171376346736395, 2171376346806765, 2171376346825209, 2171376346861227, 2171376426232110, 8192
2171376602709231, 2171376602709934, 2171376602798711, 2171376602816100, 2171376602853192, 2171376679899069, 8191
2171376858701511, 2171376858702214, 2171376858750732, 2171376858771399, 2171376858807565, 2171376935949940, 8192
2171377114677920, 2171377114678624, 2171377114758938, 2171377114780604, 2171377114820696, 2171377192574693, 8191
2171377370683404, 2171377370684107, 2171377370772625, 2171377370795365, 2171377370834920, 2171377450568095, 8192
2171377626647017, 2171377626647740, 2171377626730998, 2171377626744072, 2171377626779423, 2171377705577536, 8191
2171377882823739, 2171377882826147, 2171377883128476, 2171377883184549, 2171377883300918, 2171377961851312, 8192
2171378138619726, 2171378138620429, 2171378138706002, 2171378138728446, 2171378138773390, 2171378216223688, 8191
2171378395993505, 2171378395995524, 2171378396165503, 2171378396217502, 2171378396313446, 2171378627751221, 8192
2171378651986730, 2171378651988674, 2171378652178468, 2171378652231967, 2171378652323355, 2171378888885302, 8191
2171378907924807, 2171378907926714, 2171378907996065, 2171378908078786, 2171378908164637, 2171379139519987, 8192
2171379164064881, 2171379164067307, 2171379164259082, 2171379164317100, 2171379164413154, 2171379395742301, 8191
2171379419908756, 2171379419910682, 2171379419991755, 2171379420078087, 2171379420167734, 2171379651498510, 8192
2171379675931572, 2171379675933443, 2171379676120866, 2171379676175476, 2171379676265846, 2171379910947077, 8191
2171379931880334, 2171379931882223, 2171379931993314, 2171379932076943, 2171379932166997, 2171380164463909, 8192
2171380187840818, 2171380187842744, 2171380187921299, 2171380187972020, 2171380188077741, 2171380419304445, 8191
2171380443841061, 2171380443843061, 2171380443921097, 2171380443972948, 2171380444119298, 2171380675425797, 8192
2171380699843989, 2171380699845915, 2171380700031802, 2171380700088042, 2171380700172096, 2171380931678667, 8191
