muestras, tiempo(ns)
8192, 14325758
8191, 23793129
8192, 23887961
8191, 40016939
8192, 27694138
8191, 32299511
8192, 51566507
8191, 39540426
8192, 35882894
8191, 48269768
8192, 59830503
8191, 59131066
8192, 80319022
8191, 59675893
8192, 63728401
8191, 63809808
8192, 54917134
8191, 20809774
8192, 19580659
8191, 20974124
8192, 21293176
8191, 20504408
8192, 22259887
8191, 20348224
8192, 20010395
8191, 23709315
8192, 48000345
8191, 39910402
8192, 83996405
8191, 118369520
8192, 99619240
8191, 87389235
8192, 47988252
8191, 47844569
8192, 39844441
8191, 42381263
8192, 23271802
8191, 33602736
8192, 22632013
16383, 46942931
8192, 29003938
8191, 23693574
16383, 58478796
8192, 23577594
8191, 24841579
16383, 50036117
8192, 20427002
16383, 42368448
8192, 20373039
16383, 32051754
8192, 15671020
16383, 53594835
8192, 13734709
16383, 22511514
8192, 11846287
16383, 22799714
16383, 22472644
8192, 14920991
8191, 11637993
16383, 23579612
8192, 11413959
16383, 23162710
8192, 11228387
16383, 22246054
8192, 11463292
16383, 24264401
8192, 12984182
8191, 11268665
8192, 11197813
16383, 22614883
16383, 22456311
8192, 13660137
8191, 11571068
8192, 11676770
16383, 22751437
8192, 11823306
8191, 11438532
16383, 22789215
8192, 11984100
16383, 22239961
8192, 14431794
16383, 23100340
8192, 15924795
16383, 22784604
8192, 12086469
8191, 15773019
16383, 22947323
8192, 11283479
8191, 11383422
16383, 23013268
8192, 31988088
16383, 24337862
16383, 23529446
8192, 12913163
16383, 23133654
8192, 11583512
16383, 24906190
8192, 11434514
16383, 22579957
8192, 11354441
16383, 23903035
8192, 16547713
8191, 13534767
8192, 13788116
8191, 13304196
8192, 13256400
8191, 13798820
8192, 13295808
8191, 13200901
8192, 17849180
8191, 13271845
8192, 13728691
8191, 6760421
8192, 4540762
8191, 4527928
8192, 4519077
8191, 4775259
8192, 4573057
8191, 4943739
8192, 4557817
8191, 4945220
8192, 4620797
8191, 3998491
8192, 4690760
8191, 4738075
8192, 4703093
8191, 5848654
8192, 4601409
8191, 4537484
8192, 4631649
8191, 4717537
8192, 4589280
8191, 4481077
8192, 13740599
8191, 13287622
8192, 13842949
8191, 13644766
8192, 13920411
8191, 13561415
8192, 13577100
8191, 13349010
8192, 15251599
8191, 13477361
8192, 13520583
8191, 13248104
8192, 13402565
8191, 13325511
8192, 13302973
8191, 13970429
8192, 19920044
8191, 13991744
8192, 13422824
8191, 13571193
8192, 13290214
8191, 13303085
8192, 13613341
8191, 13704747
8192, 15685409
8191, 13656359
8192, 13357399
8191, 13385343
8192, 13583859
8191, 13468268
8192, 13118124
8191, 13275881
8192, 13922911
8191, 13515675
8192, 13236400
8191, 14443442
8192, 13505823
8191, 13364713
8192, 13788523
8191, 13465398
8192, 14392035
8191, 13432880
8192, 13628526
8191, 13747006
8192, 13393454
