Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
608873011779651, 608873011780632, 608873011888724, 608873011906186, 608873011974315, 608873020316624, 8192
608873556649546, 608873556650250, 608873556745137, 608873556765082, 608873556850192, 608873562172555, 8191
608874102719464, 608874102720168, 608874102813722, 608874102834444, 608874102883055, 608874108521729, 8192
608874648775530, 608874648776216, 608874648866307, 608874648885603, 608874648935991, 608874654240799, 8191
608875194911614, 608875194912299, 608875195005354, 608875195024391, 608875195071390, 608875200444827, 8192
608875740989754, 608875740990514, 608875741093383, 608875741113642, 608875741166604, 608875746488282, 8191
608876287120227, 608876287120894, 608876287213226, 608876287233411, 608876287281725, 608876292603792, 8192
608876833195905, 608876833196590, 608876833269496, 608876833289366, 608876833338532, 608876838655099, 8191
608877379325211, 608877379325896, 608877379403376, 608877379423117, 608877379468357, 608877384758943, 8192
608877925386370, 608877925386925, 608877925473350, 608877925492868, 608877925542905, 608877930776417, 8191
608878471513213, 608878471513917, 608878471607082, 608878471626489, 608878471672674, 608878476927668, 8192
608879017587501, 608879017588205, 608879017681093, 608879017700833, 608879017753481, 608879023002900, 8191
608879563709770, 608879563710474, 608879563787510, 608879563806584, 608879563855898, 608879569095299, 8192
608880109785596, 608880109786244, 608880109887280, 608880109907928, 608880109958371, 608880115194699, 8191
608880655911254, 608880655911809, 608880655997197, 608880656033215, 608880656080030, 608880661312227, 8192
608881201972783, 608881201973468, 608881202058263, 608881202077504, 608881202128985, 608881207664308, 8191
608881748109885, 608881748110607, 608881748200903, 608881748220902, 608881748270457, 608881753508211, 8192
608882294179285, 608882294179970, 608882294266524, 608882294286524, 608882294335487, 608882299565518, 8191
608882840311387, 608882840311943, 608882840395497, 608882840415515, 608882840466496, 608882845712397, 8192
608883386385453, 608883386386157, 608883386462563, 608883386482508, 608883386530655, 608883391766186, 8191
608883932519111, 608883932519833, 608883932618110, 608883932637832, 608883932686128, 608883937921362, 8192
608884478579288, 608884478579992, 608884478670509, 608884478690509, 608884478740842, 608884483964725, 8191
608885024717094, 608885024717817, 608885024805278, 608885024825334, 608885024873981, 608885030106568, 8192
608885570781160, 608885570781864, 608885570874493, 608885570894029, 608885570945121, 608885576695776, 8191
608886116917041, 608886116917596, 608886117009965, 608886117029447, 608886117075798, 608886122312866, 8192
608886662993495, 608886662994218, 608886663080143, 608886663099920, 608886663147660, 608886668457209, 8191
608887209111524, 608887209112227, 608887209195819, 608887209215189, 608887209255522, 608887214494386, 8192
608887755180460, 608887755181201, 608887755271367, 608887755291200, 608887755335847, 608887760577545, 8191
608888301310229, 608888301310951, 608888301404321, 608888301423746, 608888301465264, 608888306714036, 8192
608888847385332, 608888847386017, 608888847486090, 608888847505923, 608888847547201, 608888852794546, 8191
608889393513101, 608889393513805, 608889393592526, 608889393612045, 608889393651748, 608889398888390, 8192
608889939578149, 608889939578834, 608889939656426, 608889939676370, 608889939723406, 608889944969659, 8191
608890485710214, 608890485710955, 608890485807546, 608890485827713, 608890485872638, 608890491110373, 8192
608891031785502, 608891031786206, 608891031867927, 608891031887797, 608891031931371, 608891037186346, 8191
608891577908568, 608891577909234, 608891577995363, 608891578014418, 608891578060103, 608891583294374, 8192
608892123985041, 608892123985596, 608892124080892, 608892124101077, 608892124146576, 608892129442162, 8191
608892670111884, 608892670112477, 608892670205475, 608892670224753, 608892670270438, 608892675521283, 8192
608893216198005, 608893216198690, 608893216294541, 608893216314448, 608893216359577, 608893221601460, 8191
608893762320052, 608893762320756, 608893762424032, 608893762444143, 608893762488513, 608893767735285, 8192
608894308383322, 608894308384026, 608894308472876, 608894308492635, 608894308539876, 608894313775110, 8191
608894854511072, 608894854511794, 608894854594497, 608894854613941, 608894854658941, 608894859909564, 8192
608895400578342, 608895400578934, 608895400668822, 608895400689618, 608895400737951, 608895405985260, 8191
608895946714444, 608895946715148, 608895946801332, 608895946821350, 608895946867016, 608895952233138, 8192
608896492773751, 608896492774473, 608896492853676, 608896492873583, 608896492922416, 608896498168039, 8191
608897038921131, 608897038921964, 608897039010593, 608897039030259, 608897039074888, 608897044316271, 8192
608897584983104, 608897584983826, 608897585070122, 608897585089825, 608897585135936, 608897590368078, 8191
