Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
9168373926468, 9168373927245, 9168374032152, 9168374047318, 9168392318997, 9168451908973, 16383
9169192414493, 9169192415456, 9169192539418, 9169192564436, 9169192616862, 9169216314698, 8192
9170011350322, 9170011351063, 9170011452562, 9170011473303, 9170011529802, 9170035577301, 8191
9170830533665, 9170830534721, 9170830630757, 9170830651831, 9170830710163, 9170851301395, 8192
9171649671820, 9171649672672, 9171649773856, 9171649793967, 9171649837337, 9171674670735, 8191
9172468873620, 9172468874435, 9172468975378, 9172468995137, 9172469038526, 9172492202826, 8192
9173293223317, 9173293224020, 9173293332797, 9173293353390, 9173293402074, 9173316555189, 8191
9174107165207, 9174107165892, 9174107272854, 9174107293095, 9174107335113, 9174126577910, 8192
9174928690195, 9174928691065, 9174928783879, 9174928805120, 9174928856082, 9174952942336, 8191
9175748238364, 9175748239215, 9175748343974, 9175748364696, 9175748412751, 9175767328457, 8192
9176564571262, 9176564572206, 9176564675761, 9176564696520, 9176564741890, 9176587871891, 8191
9177383789873, 9177383790669, 9177383898372, 9177383919279, 9177383963705, 9177402812688, 8192
9178202877500, 9178202878408, 9178202980444, 9178203000314, 9178203044702, 9178226603366, 8191
9179022048657, 9179022049416, 9179022149897, 9179022170526, 9179022214915, 9179041101137, 8192
9179841132757, 9179841133479, 9179841232978, 9179841253255, 9179841293774, 9179865648373, 8191
9180660351353, 9180660352186, 9180660443556, 9180660463056, 9180660503981, 9180679387925, 8192
9181479441930, 9181479442670, 9181479537836, 9181479557762, 9181479598669, 9181503877342, 8191
9182298720651, 9182298721521, 9182298821187, 9182298841298, 9182298884038, 9182317662963, 8192
9183117743479, 9183117744202, 9183117830145, 9183117849164, 9183117893108, 9183142361778, 8191
9183936939951, 9183936940673, 9183937038654, 9183937059246, 9183937102839, 9183955986206, 8192
9184756047736, 9184756048440, 9184756149161, 9184756169754, 9184756213013, 9184780594497, 8191
9185575246501, 9185575247353, 9185575348129, 9185575369037, 9185575410351, 9185594537456, 8192
9186394345783, 9186394346524, 9186394436060, 9186394455430, 9186394493467, 9186418847005, 8191
9187213542376, 9187213543098, 9187213642468, 9187213662227, 9187213705967, 9187232495297, 8192
9188032660315, 9188032661260, 9188032758185, 9188032777925, 9188032819592, 9188057531404, 8191
9188851836975, 9188851837771, 9188851937604, 9188851958196, 9188852016474, 9188870795710, 8192
9189670943227, 9189670943949, 9189671041355, 9189671061781, 9189671102170, 9189695214967, 8191
9190490144458, 9190490145291, 9190490238012, 9190490257271, 9190490299234, 9190509085746, 8192
