Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, Num_muestras 
21281040814202, 21281040815016, 21281040914756, 21281040930682, 21281040980330, 21281112624953, 8192
21281112758155, 21281112758859, 21281112785192, 21281112803451, 21281112886987, 21281188266330, 8191
21281188445532, 21281188446865, 21281188483476, 21281188501680, 21281188552105, 21281241689125, 8192
21281244082007, 21281244082674, 21281244179099, 21281244194580, 21281244242394, 21281280654015, 8191
21281281597394, 21281281598060, 21281281632412, 21281281645208, 21281282198369, 21281349868052, 16383
21281351330611, 21281351331555, 21281351373647, 21281351386536, 21281351628089, 21281417214498, 16383
21281418656297, 21281418656964, 21281418685408, 21281418698019, 21281418857943, 21281483808247, 16383
21281485299639, 21281485300454, 21281485349620, 21281485369157, 21281485506081, 21281549240657, 16383
21281550058297, 21281550058908, 21281550084963, 21281550102574, 21281550139907, 21281582193888, 8192
21281582989065, 21281582989879, 21281583014824, 21281583032805, 21281583177118, 21281646989990, 16383
21281648445382, 21281648446067, 21281648478178, 21281648495622, 21281648623732, 21281725003657, 16383
21281729448333, 21281729449074, 21281729540814, 21281729563480, 21281729714108, 21281842795003, 16383
21281848362889, 21281848363815, 21281848497795, 21281848522573, 21281848695571, 21281956304115, 16383
21281961452450, 21281961453154, 21281961547764, 21281961561653, 21281961738929, 21282023380730, 16383
21282029437519, 21282029438148, 21282029521407, 21282029543258, 21282029697275, 21282103873076, 16383
21282105356634, 21282105357616, 21282105398986, 21282105416263, 21282105551799, 21282180497313, 16383
21282181940021, 21282181940669, 21282181963298, 21282181980076, 21282182101889, 21282241929524, 16383
21282242766571, 21282242767182, 21282242837182, 21282242860441, 21282242910773, 21282273879154, 8192
21282274684535, 21282274685498, 21282274707331, 21282274724886, 21282274855329, 21282329611165, 16383
21282331050113, 21282331051076, 21282331072576, 21282331089039, 21282331215704, 21282386335592, 16383
21282387854484, 21282387856502, 21282387978742, 21282388032093, 21282388362164, 21282442261694, 16383
21282443728994, 21282443729586, 21282443750938, 21282443766660, 21282443893899, 21282497312453, 16383
21282498138926, 21282498139537, 21282498173814, 21282498191925, 21282498228999, 21282525953636, 8192
21282526739368, 21282526740165, 21282526761905, 21282526779775, 21282526903626, 21282579085174, 16383
21282580554455, 21282580555288, 21282580584529, 21282580601529, 21282580734694, 21282632840558, 16383
21282634285950, 21282634286765, 21282634309598, 21282634326135, 21282634452245, 21282686675070, 16383
21282688159648, 21282688160333, 21282688227943, 21282688247536, 21282688397552, 21282742600746, 16383
21282743420738, 21282743421479, 21282743441849, 21282743458682, 21282743494941, 21282769838166, 8192
21282770632528, 21282770633213, 21282770652287, 21282770669676, 21282770799360, 21282822900983, 16383
21282824456504, 21282824458392, 21282824597187, 21282824621169, 21282824897980, 21282877641504, 16383
21282879099285, 21282879099952, 21282879140896, 21282879158063, 21282879303024, 21282931539924, 16383
21282933020908, 21282933021779, 21282933196943, 21282933211314, 21282933464200, 21282986275760, 16383
21282987099918, 21282987100511, 21282987121066, 21282987137807, 21282987176066, 21283013407810, 8192
21283014188173, 21283014188987, 21283014210395, 21283014227487, 21283014356930, 21283066700680, 16383
21283068166184, 21283068166869, 21283068189665, 21283068205831, 21283068325515, 21283120469342, 16383
21283121916253, 21283121917067, 21283121979622, 21283121991993, 21283122154417, 21283177727152, 16383
21283178551032, 21283178551773, 21283178571588, 21283178588680, 21283178626606, 21283205562621, 8192
21283206348502, 21283206349187, 21283206368372, 21283206385205, 21283206513555, 21283259120618, 16383
