Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1466714404073086, 1466714404073809, 1466714404168196, 1466714404184900, 1466714404715023, 1466714747173672, 16383
1466714749619902, 1466714749621754, 1466714749716735, 1466714749758845, 1466714749866751, 1466715040275485, 8192
1466715040370818, 1466715040372688, 1466715040474150, 1466715040529593, 1466715040678518, 1466715348499229, 8191
1466715348646023, 1466715348648375, 1466715348839669, 1466715348898224, 1466715349007112, 1466715750159856, 8192
1466715750267466, 1466715750269299, 1466715750392131, 1466715750454167, 1466715752200035, 1466716170857089, 8191
1466716170963625, 1466716170965643, 1466716171103882, 1466716171159344, 1466716171255232, 1466716474777291, 8192
1466716474868123, 1466716474869883, 1466716474985159, 1466716475038640, 1466716475127435, 1466716765913183, 8191
1466716765989571, 1466716765991404, 1466716766103144, 1466716766155421, 1466716766245568, 1466717054820379, 8192
1466717054887342, 1466717054889138, 1466717054991840, 1466717055045951, 1466717055133487, 1466717343714502, 8191
1466717343790538, 1466717343792501, 1466717343898463, 1466717343950332, 1466717344066368, 1466717636121082, 8192
1466717636205322, 1466717636207100, 1466717636301747, 1466717636354154, 1466717636440208, 1466717876617931, 8191
1466717876663820, 1466717876664412, 1466717876714356, 1466717876732300, 1466717876774374, 1466717972894300, 8192
1466717972934058, 1466717972934651, 1466717972977780, 1466717972996132, 1466717973037557, 1466718069166112, 8191
1466718069213667, 1466718069214260, 1466718069255482, 1466718069273444, 1466718069317111, 1466718165394833, 8192
1466718165439110, 1466718165439721, 1466718165480536, 1466718165499184, 1466718165539702, 1466718261561351, 8191
1466718261594554, 1466718261595165, 1466718261630942, 1466718261648868, 1466718261680831, 1466718357877700, 8192
1466718357927866, 1466718357928459, 1466718357973662, 1466718357992754, 1466718358030809, 1466718454222845, 8191
1466718454275863, 1466718454276456, 1466718454331585, 1466718454350381, 1466718454397084, 1466718551977714, 8192
1466718552044713, 1466718552045325, 1466718552095009, 1466718552112824, 1466718552151249, 1466718648282749, 8191
1466718648330359, 1466718648330952, 1466718648368155, 1466718648385285, 1466718648435914, 1466718746023174, 8192
1466718746075395, 1466718746076006, 1466718746125932, 1466718746143283, 1466718746193912, 1466718845340672, 8191
1466718845390560, 1466718845391172, 1466718845430134, 1466718845447412, 1466718845497467, 1466718941640429, 8192
1466718941688058, 1466718941688669, 1466718941727391, 1466718941744446, 1466718941788779, 1466719037928945, 8191
1466719037979445, 1466719037980093, 1466719038027777, 1466719038045425, 1466719038096240, 1466719135124803, 8192
1466719135170895, 1466719135171469, 1466719135215468, 1466719135233468, 1466719135279986, 1466719232274142, 8191
1466719232321938, 1466719232322530, 1466719232360715, 1466719232377418, 1466719232429307, 1466719328554343, 8192
1466719328601158, 1466719328601750, 1466719328640342, 1466719328656694, 1466719328701008, 1466719424864970, 8191
1466719424905655, 1466719424906248, 1466719424946951, 1466719424964080, 1466719425013117, 1466719521835349, 8192
1466719521881997, 1466719521882589, 1466719521922052, 1466719521939570, 1466719521989754, 1466719618098199, 8191
1466719618144550, 1466719618145143, 1466719618184253, 1466719618201605, 1466719618247345, 1466719714363382, 8192
1466719714408622, 1466719714409215, 1466719714446937, 1466719714463122, 1466719714508528, 1466719811111152, 8191
1466719811173207, 1466719811173911, 1466719811279557, 1466719811302409, 1466719811350353, 1466719909273331, 8192
1466719909321442, 1466719909322164, 1466719909375589, 1466719909393330, 1466719909436088, 1466720008428202, 8191
