Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1122609672279621, 1122609672280380, 1122609672349324, 1122609672363268, 1122609672414712, 1122609696312890, 8192
1122609697111529, 1122609697112547, 1122609697209120, 1122609697229065, 1122609697811521, 1122609709818146, 16383
1122609711276815, 1122609711278408, 1122609711363184, 1122609711380184, 1122609711608071, 1122609731660532, 16383
1122609736072723, 1122609736074594, 1122609736168963, 1122609736185778, 1122609736384960, 1122609747388782, 16383
1122609753468733, 1122609753469658, 1122609753569602, 1122609753587176, 1122609753777822, 1122609772895793, 16383
1122609786156016, 1122609786158608, 1122609786331680, 1122609786376402, 1122609786806397, 1122609820634445, 16383
1122609824079666, 1122609824083295, 1122609824234516, 1122609824276756, 1122609824410070, 1122609876287323, 8192
1122609888112858, 1122609888116821, 1122609888291689, 1122609888337429, 1122609899735802, 1122609964863537, 16383
1122609967119938, 1122609967121716, 1122609967268307, 1122609967312880, 1122609967444620, 1122609999455151, 8192
1122610001669719, 1122610001671960, 1122610001843698, 1122610001892420, 1122610004755962, 1122610059240742, 16383
1122610063391196, 1122610063393066, 1122610063486232, 1122610063525639, 1122610063878135, 1122610100795204, 16383
1122610103032994, 1122610103035160, 1122610103161659, 1122610103203214, 1122610103343916, 1122610119998360, 8192
1122610120137543, 1122610120139432, 1122610120258431, 1122610120302079, 1122610120418837, 1122610139146183, 8191
1122610141343307, 1122610141345177, 1122610141512712, 1122610141557656, 1122610141955911, 1122610173629112, 16383
1122610175945198, 1122610175947068, 1122610176069844, 1122610176114029, 1122610176213361, 1122610204258807, 8192
1122610204374954, 1122610204376658, 1122610204531304, 1122610204575878, 1122610204676155, 1122610223131189, 8191
1122610223238392, 1122610223240188, 1122610223333205, 1122610223379520, 1122610223473426, 1122610239400378, 8192
1122610239479729, 1122610239481506, 1122610239562524, 1122610239605042, 1122610239691634, 1122610255816824, 8191
1122610255890842, 1122610255892730, 1122610255970563, 1122610256074506, 1122610256159264, 1122610271716331, 8192
1122610271792627, 1122610271794479, 1122610271868200, 1122610271908903, 1122610271990699, 1122610287795004, 8191
1122610287865207, 1122610287867058, 1122610287944169, 1122610287989094, 1122610288091852, 1122610304379985, 8192
1122610304455780, 1122610304457577, 1122610304532687, 1122610304573798, 1122610304661574, 1122610321196223, 8191
1122610321275148, 1122610321276907, 1122610321352203, 1122610321394017, 1122610321478924, 1122610337242581, 8192
1122610337312487, 1122610337314302, 1122610337386598, 1122610337426690, 1122610337507615, 1122610354667182, 8191
1122610354745867, 1122610354747645, 1122610354822125, 1122610354862014, 1122610354945309, 1122610370644671, 8192
1122610370718429, 1122610370720225, 1122610370790725, 1122610370831391, 1122610370911223, 1122610387104950, 8191
1122610387177893, 1122610387179690, 1122610387258985, 1122610387298818, 1122610387381373, 1122610404545033, 8192
1122610404625754, 1122610404627532, 1122610404712290, 1122610404753030, 1122610404837307, 1122610420875072, 8191
1122610420951294, 1122610420953090, 1122610421026015, 1122610421068570, 1122610421153069, 1122610436982578, 8192
1122610437047466, 1122610437049244, 1122610437120724, 1122610437160872, 1122610437237056, 1122610452973103, 8191
1122610453041991, 1122610453043769, 1122610453113527, 1122610453153323, 1122610453228970, 1122610468661613, 8192
1122610468736371, 1122610468738167, 1122610468808518, 1122610468848148, 1122610468926554, 1122610484513621, 8191
1122610484583861, 1122610484585601, 1122610484655564, 1122610484694563, 1122610484776136, 1122610500765087, 8192
1122610500851179, 1122610500852975, 1122610500921104, 1122610500962178, 1122610501049899, 1122610517267718, 8191
1122610517352069, 1122610517353828, 1122610517424790, 1122610517465012, 1122610517552177, 1122610533598294, 8192
1122610533671053, 1122610533672997, 1122610533746367, 1122610533786922, 1122610533870588, 1122610549643004, 8191
