Inicio, Arrays, Continuar, Muestras, Transmision, Devolucion, 
1129812966388088, 1129812966389014, 1129812966497032, 1129812966517624, 1129812977756552, 1129813000311167, 16383
1129813001153194, 1129813001154083, 1129813001253286, 1129813001268619, 1129813001321118, 1129813008299798, 8192
1129813008372409, 1129813008373001, 1129813008474093, 1129813008490593, 1129813008555758, 1129813016164580, 8191
1129813016934089, 1129813016935441, 1129813017033755, 1129813017050551, 1129813024407560, 1129813026645461, 16383
1129813032457580, 1129813032458969, 1129813032649726, 1129813032673837, 1129813041214259, 1129813050396747, 16383
1129813057468500, 1129813057469222, 1129813057582629, 1129813057603110, 1129813057749793, 1129813059950898, 16383
1129813061477177, 1129813061477733, 1129813061586268, 1129813061607490, 1129813068337099, 1129813084250400, 16383
1129813085081724, 1129813085082687, 1129813085180445, 1129813085197427, 1129813085253074, 1129813092299902, 8192
1129813092379401, 1129813092380197, 1129813092450992, 1129813092465715, 1129813092531306, 1129813100187275, 8191
1129813100266904, 1129813100267682, 1129813100378569, 1129813100394884, 1129813100449735, 1129813108179925, 8192
1129813108950157, 1129813108951213, 1129813109059971, 1129813109076545, 1129813116244686, 1129813132138894, 16383
1129813133562786, 1129813133563841, 1129813133662840, 1129813133678821, 1129813140250858, 1129813150051876, 16383
1129813151482397, 1129813151483119, 1129813151517341, 1129813151530693, 1129813151672691, 1129813172717582, 16383
1129813173502073, 1129813173502814, 1129813173540666, 1129813173554628, 1129813173614572, 1129813212382077, 8192
1129813212464891, 1129813212465576, 1129813212565297, 1129813212587075, 1129813212677777, 1129813248294300, 8191
1129813248349984, 1129813248350595, 1129813248387336, 1129813248402613, 1129813248446742, 1129813281464275, 8192
1129813281516812, 1129813281517423, 1129813281560774, 1129813281576256, 1129813281617440, 1129813324486788, 8191
1129813324622008, 1129813324624508, 1129813324798765, 1129813324815339, 1129813324875894, 1129813364276966, 8192
1129813364329891, 1129813364330465, 1129813364374335, 1129813364391835, 1129813364432223, 1129813385406356, 8191
1129813385457818, 1129813385458393, 1129813385504207, 1129813385516762, 1129813385557188, 1129813388865484, 8192
1129813389108888, 1129813389109573, 1129813389157591, 1129813389172906, 1129813389220739, 1129813393628892, 8191
1129813393680781, 1129813393681355, 1129813393728206, 1129813393741706, 1129813393784168, 1129813395445094, 8192
1129813398845870, 1129813398846704, 1129813398945369, 1129813398960276, 1129813398997702, 1129813401447822, 8192
1129813401497877, 1129813401498507, 1129813401538729, 1129813401552840, 1129813401609172, 1129813405678441, 8191
1129813405711107, 1129813405711700, 1129813405748588, 1129813405762496, 1129813405805606, 1129813406931279, 8192
1129813409423010, 1129813409424047, 1129813409700192, 1129813409717895, 1129813411246470, 1129813414026550, 16383
1129813414809282, 1129813414810023, 1129813414846541, 1129813414859763, 1129813414891003, 1129813416839407, 8192
1129813416879888, 1129813416880499, 1129813416924258, 1129813416939350, 1129813416978498, 1129813418521740, 8191
1129813419927354, 1129813419928076, 1129813419978279, 1129813419992408, 1129813420260442, 1129813426885552, 16383
1129813428313796, 1129813428314444, 1129813428363388, 1129813428376813, 1129813428591274, 1129813430809489, 16383
1129813431615425, 1129813431616147, 1129813431659998, 1129813431673757, 1129813431712442, 1129813433344424, 8192
1129813433385460, 1129813433386053, 1129813433425201, 1129813433440071, 1129813433477274, 1129813434994201, 8191
1129813436424741, 1129813436425333, 1129813436512091, 1129813436528610, 1129813436782088, 1129813443598826, 16383
1129813445065846, 1129813445066550, 1129813445124772, 1129813445138123, 1129813445354047, 1129813448181422, 16383
1129813448957265, 1129813448958006, 1129813448994876, 1129813449007598, 1129813449045023, 1129813450745004, 8192
1129813452187358, 1129813452188229, 1129813452233858, 1129813452248894, 1129813452440596, 1129813455225824, 16383
1129813456303108, 1129813456303682, 1129813456368348, 1129813456382051, 1129813456420421, 1129813458048625, 8192
1129813459461739, 1129813459462331, 1129813459508294, 1129813459523738, 1129813459674218, 1129813462525926, 16383
1129813463924058, 1129813463924781, 1129813463968521, 1129813463981873, 1129813464160185, 1129813466356105, 16383
1129813467148040, 1129813467148744, 1129813467181318, 1129813467194984, 1129813467230688, 1129813469185332, 8192
1129813469902639, 1129813469903287, 1129813469948342, 1129813469963379, 1129813470153062, 1129813477644866, 16383
1129813478419339, 1129813478420042, 1129813478459264, 1129813478473116, 1129813478511208, 1129813479833230, 8192
1129813481257992, 1129813481258862, 1129813481308861, 1129813481323250, 1129813481460211, 1129813483855444, 16383
1129813485297372, 1129813485298335, 1129813485340686, 1129813485354315, 1129813485505869, 1129813487934212, 16383
1129813488745462, 1129813488746184, 1129813488786906, 1129813488800276, 1129813488832202, 1129813490186038, 8192
1129813491589634, 1129813491590337, 1129813491634096, 1129813491649540, 1129813491777891, 1129813494348176, 16383
1129813495128723, 1129813495129445, 1129813495165352, 1129813495178797, 1129813495214463, 1129813496588781, 8192
1129813497995394, 1129813497995950, 1129813498039857, 1129813498054894, 1129813498186577, 1129813500428570, 16383
1129813501821740, 1129813501822388, 1129813501859221, 1129813501872665, 1129813502011145, 1129813504489784, 16383
1129813505262479, 1129813505263201, 1129813505301145, 1129813505314793, 1129813505353403, 1129813506889386, 8192
1129813508336499, 1129813508337092, 1129813508387314, 1129813508402443, 1129813508547904, 1129813510939062, 16383
1129813512360324, 1129813512361102, 1129813512405231, 1129813512418472, 1129813512561970, 1129813514712112, 16383
1129813515499492, 1129813515500233, 1129813515529047, 1129813515542140, 1129813515579899, 1129813516863292, 8192
1129813518261739, 1129813518262424, 1129813518307757, 1129813518322349, 1129813518454736, 1129813520984560, 16383
1129813521757995, 1129813521758717, 1129813521801050, 1129813521814754, 1129813521855327, 1129813523169183, 8192
1129813524608500, 1129813524609296, 1129813524661129, 1129813524675999, 1129813524814590, 1129813527197360, 16383
1129813528068035, 1129813528068664, 1129813528114349, 1129813528128405, 1129813528171163, 1129813529500204, 8192
1129813530816818, 1129813530817393, 1129813530863244, 1129813530878336, 1129813531011039, 1129813533596509, 16383
1129813535000512, 1129813535001141, 1129813535054363, 1129813535067955, 1129813535212546, 1129813537506594, 16383
1129813538285530, 1129813538286252, 1129813538322326, 1129813538336252, 1129813538374862, 1129813539749847, 8192
1129813541178960, 1129813541179682, 1129813541224626, 1129813541238960, 1129813541372069, 1129813543762857, 16383
1129813545202581, 1129813545203692, 1129813545244081, 1129813545257821, 1129813545403375, 1129813547620313, 16383
1129813548432452, 1129813548433174, 1129813548474007, 1129813548487544, 1129813548522321, 1129813549841251, 8192
1129813551246087, 1129813551246791, 1129813551288846, 1129813551304438, 1129813551434714, 1129813554482624, 16383
1129813555252319, 1129813555253023, 1129813555289004, 1129813555302282, 1129813555334818, 1129813556827912, 8192
1129813556877042, 1129813556877671, 1129813556914226, 1129813556928226, 1129813556961355, 1129813558017955, 8191
1129813559415698, 1129813559416253, 1129813559453457, 1129813559468716, 1129813559609955, 1129813561987206, 16383
1129813563398912, 1129813563399690, 1129813563448134, 1129813563461837, 1129813563612021, 1129813566031049, 16383
